Cycle start time,Cycle end time,Cycle timezone,Recovery score %,Resting heart rate (bpm),Heart rate variability (ms),Skin temp (celsius),Blood oxygen %,Day Strain,Energy burned (cal),Max HR (bpm),Average HR (bpm),Sleep onset,Wake onset,Sleep performance %,Respiratory rate (rpm),Asleep duration (min),In bed duration (min),Light sleep duration (min),Deep (SWS) duration (min),REM duration (min),Awake duration (min),Sleep need (min),Sleep debt (min),Sleep efficiency %,Sleep consistency %
2023-10-22 21:00:56,2023-10-23 21:19:34,UTC-07:00,59,48,66,33.80,97.82,7.5,2136,147,64,2023-10-22 21:00:56,2023-10-23 06:45:49,94,13.9,487,584,357,48,82,97,518,29,83,59
2023-10-21 23:10:47,2023-10-22 21:00:56,UTC-07:00,44,51,58,34.30,97.42,5.6,1828,139,62,2023-10-21 23:10:47,2023-10-22 10:00:34,91,14.1,496,649,401,52,43,153,543,48,77,58
2023-10-20 23:30:35,2023-10-21 23:10:47,UTC-07:00,55,50,67,34.09,97.44,9.2,2147,172,62,2023-10-20 23:30:35,2023-10-21 09:55:51,87,13.9,497,625,350,74,73,128,572,84,81,37
2023-10-19 20:45:05,2023-10-20 23:30:35,UTC-07:00,42,50,57,34.20,98.21,4.9,1844,119,57,2023-10-19 20:45:05,2023-10-20 06:45:33,74,14.0,467,600,308,54,105,133,635,106,80,78
2023-10-18 21:00:05,2023-10-19 20:45:05,UTC-07:00,85,49,99,34.30,97.58,16.0,3109,171,73,2023-10-18 21:00:05,2023-10-19 04:34:03,64,14.5,385,453,254,65,66,68,598,70,87,77
2023-10-17 20:40:49,2023-10-18 21:00:05,UTC-07:00,49,51,63,33.80,97.67,15.9,3111,186,69,2023-10-17 20:40:49,2023-10-18 06:35:38,77,14.2,477,594,351,38,88,117,618,77,81,68
2023-10-16 21:00:56,2023-10-17 20:40:49,UTC-07:00,92,48,104,34.20,97.50,17.7,3520,176,76,2023-10-16 21:00:56,2023-10-17 04:29:01,71,13.7,388,448,295,60,33,60,544,10,87,64
2023-10-15 20:45:49,2023-10-16 21:00:56,UTC-07:00,68,45,71,33.80,96.60,16.8,3270,178,67,2023-10-15 20:45:49,2023-10-16 06:35:02,97,13.7,483,589,193,108,182,106,498,11,83,54
2023-10-14 22:31:23,2023-10-15 20:45:49,UTC-07:00,34,49,46,33.90,98.30,4.4,1795,126,56,2023-10-14 22:31:23,2023-10-15 09:41:22,97,14.6,552,669,349,76,127,117,569,92,82,43
2023-10-13 20:45:13,2023-10-14 22:31:23,UTC-07:00,7,53,97,31.68,,14.3,2930,175,62,2023-10-14 10:40:00,2023-10-14 12:11:00,7,15.5,39,91,24,0,15,47,609,92,52,
2023-10-12 23:00:32,2023-10-13 20:45:13,UTC-07:00,28,51,47,33.75,97.53,14.7,2806,165,65,2023-10-12 23:00:32,2023-10-13 09:04:13,65,14.5,426,603,242,72,112,177,654,117,71,40
2023-10-11 20:30:21,2023-10-12 23:00:32,UTC-07:00,58,50,76,34.10,97.79,17.3,3616,170,71,2023-10-11 20:30:21,2023-10-12 04:32:20,63,14.6,395,481,307,40,48,86,629,86,86,75
2023-10-10 20:37:21,2023-10-11 20:30:21,UTC-07:00,33,50,50,33.90,96.25,18.0,3374,189,71,2023-10-10 20:37:21,2023-10-11 06:45:39,71,14.2,429,608,307,108,14,179,601,81,72,67
2023-10-09 20:21:21,2023-10-10 20:37:21,UTC-07:00,91,48,107,34.50,98.57,14.8,2074,168,74,2023-10-09 20:21:21,2023-10-10 04:30:39,72,13.9,427,489,275,64,88,62,589,49,87,64
2023-10-08 20:15:43,2023-10-09 20:21:21,UTC-07:00,53,47,66,,97.84,17.6,3404,182,70,2023-10-08 20:15:43,2023-10-09 05:56:25,86,14.0,479,580,266,98,115,101,557,69,84,47
2023-10-07 23:14:46,2023-10-08 20:15:43,UTC-07:00,22,48,41,34.20,98.00,4.5,1701,116,58,2023-10-07 23:14:46,2023-10-08 09:29:49,76,14.0,444,615,267,79,98,171,582,48,79,40
2023-10-06 21:01:02,2023-10-07 23:14:46,UTC-07:00,59,47,73,34.40,96.67,16.7,3254,184,68,2023-10-06 21:01:02,2023-10-07 06:20:50,85,14.4,433,559,295,79,59,126,509,110,78,68
2023-10-05 20:59:15,2023-10-06 21:01:02,UTC-07:00,41,51,68,34.50,97.75,5.5,2013,146,60,2023-10-05 20:59:15,2023-10-06 06:47:11,65,15.3,400,587,299,69,32,172,620,88,75,79
2023-10-04 20:52:28,2023-10-05 20:59:15,UTC-07:00,89,47,98,34.46,97.40,16.4,3263,179,72,2023-10-04 20:52:28,2023-10-05 04:27:10,70,14.8,412,454,309,75,28,42,589,66,90,77
2023-10-03 21:00:59,2023-10-04 20:52:28,UTC-07:00,52,50,64,34.74,96.88,15.1,2864,181,70,2023-10-03 21:00:59,2023-10-04 06:43:15,79,14.3,487,582,383,31,73,95,621,71,84,73
2023-10-02 20:29:37,2023-10-03 21:00:59,UTC-07:00,91,47,100,34.40,97.54,18.8,3875,181,75,2023-10-02 20:29:37,2023-10-03 04:34:35,74,13.8,406,484,278,74,54,78,550,13,83,62
2023-10-01 21:30:20,2023-10-02 20:29:37,UTC-07:00,76,47,83,34.50,97.67,17.1,3123,184,69,2023-10-01 21:30:20,2023-10-02 06:46:27,96,13.4,480,556,232,91,157,76,501,13,86,
2023-09-30 22:19:59,2023-10-01 21:30:20,UTC-07:00,41,47,52,33.80,97.43,4.7,1890,121,58,2023-09-30 22:19:59,2023-10-01 08:47:58,96,14.1,528,627,255,114,159,99,550,64,87,
2023-09-30 00:00:00,2023-09-30 22:19:59,UTC-07:00,,,,,,0.1,266,95,60,,,,,,,,,,,,,,
2023-09-25 20:44:12,2023-09-26 20:44:12,UTC-07:00,89,47,101,34.40,97.17,19.3,3726,189,69,2023-09-25 20:44:12,2023-09-26 04:35:56,81,13.8,411,471,239,57,115,60,511,24,89,48
2023-09-24 20:37:41,2023-09-25 20:44:12,UTC-07:00,56,48,65,35.22,97.11,2.4,1120,104,64,2023-09-24 20:37:41,2023-09-25 06:43:47,93,13.8,522,606,353,83,86,84,561,72,86,27
2023-09-24 01:30:50,2023-09-24 20:37:41,UTC-07:00,64,55,76,34.54,96.83,6.0,1611,135,65,2023-09-24 01:30:50,2023-09-24 09:54:05,80,15.3,440,503,236,107,97,63,552,127,87,11
2023-09-23 00:00:00,2023-09-24 01:30:50,UTC-07:00,3,49,45,31.10,97.00,9.1,1685,156,67,2023-09-23 17:51:49,2023-09-23 19:15:27,11,13.9,70,83,31,13,26,13,615,127,83,
2023-09-21 21:01:16,2023-09-23 00:00:00,UTC-07:00,75,49,103,34.70,98.07,9.0,2412,150,66,2023-09-21 21:01:16,2023-09-22 03:29:38,54,13.9,344,388,169,63,112,44,640,127,88,62
2023-09-20 20:17:15,2023-09-21 21:01:16,UTC-07:00,21,51,110,34.00,94.00,13.5,2608,176,71,2023-09-20 20:17:15,2023-09-21 02:50:00,25,14.4,169,392,98,65,6,223,663,127,53,72
2023-09-19 21:04:01,2023-09-20 20:17:15,UTC-07:00,30,52,44,34.50,96.61,17.0,3123,192,70,2023-09-19 21:04:01,2023-09-20 06:50:27,68,13.9,456,586,288,71,97,130,667,116,78,72
2023-09-18 20:45:24,2023-09-19 21:04:01,UTC-07:00,86,48,102,34.30,97.64,19.1,3877,179,75,2023-09-18 20:45:24,2023-09-19 04:35:11,63,13.9,397,469,238,52,107,72,629,89,87,70
2023-09-17 21:03:20,2023-09-18 20:45:24,UTC-07:00,45,45,60,34.50,97.80,17.5,3371,189,71,2023-09-17 21:03:20,2023-09-18 06:41:28,77,15.2,463,578,295,99,69,115,602,116,82,49
2023-09-16 23:13:44,2023-09-17 21:03:20,UTC-07:00,30,48,45,33.63,97.46,2.5,1517,108,55,2023-09-16 23:13:44,2023-09-17 09:24:12,72,14.3,467,610,257,100,110,143,648,124,80,55
2023-09-15 22:16:38,2023-09-16 23:13:44,UTC-07:00,73,51,90,34.56,96.67,15.3,2598,180,72,2023-09-15 22:16:38,2023-09-16 06:19:46,62,14.5,399,483,298,44,57,84,648,127,84,60
2023-09-14 21:10:08,2023-09-15 22:16:38,UTC-07:00,46,50,63,34.20,97.42,14.8,2965,178,70,2023-09-14 21:10:08,2023-09-15 06:49:43,68,14.7,439,579,310,62,67,140,650,114,78,79
2023-09-13 20:54:20,2023-09-14 21:10:08,UTC-07:00,,,,,,17.0,2928,176,85,,,,,,,,,,,,,,
2023-09-12 21:43:26,2023-09-13 20:54:20,UTC-07:00,21,50,43,34.40,97.36,14.0,2812,162,70,2023-09-12 21:43:26,2023-09-13 06:43:40,66,14.2,443,540,258,94,91,97,672,127,83,68
2023-09-11 20:54:20,2023-09-12 21:43:26,UTC-07:00,85,47,107,33.78,99.13,18.1,3591,186,77,2023-09-11 20:54:20,2023-09-12 04:29:02,61,14.3,397,454,279,63,55,57,654,99,89,70
2023-09-10 20:49:10,2023-09-11 20:54:20,UTC-07:00,45,48,69,34.58,98.56,19.7,3627,191,71,2023-09-10 20:49:10,2023-09-11 06:15:32,74,14.4,450,566,188,116,146,116,604,116,82,51
2023-09-09 23:23:29,2023-09-10 20:49:10,UTC-07:00,21,49,50,33.30,98.00,4.3,1714,127,56,2023-09-09 23:23:29,2023-09-10 09:25:33,65,14.8,425,602,245,82,98,177,659,127,76,49
2023-09-08 22:10:22,2023-09-09 23:23:29,UTC-07:00,46,54,78,34.26,98.62,16.3,2516,186,75,2023-09-08 22:10:22,2023-09-09 06:14:52,60,15.1,395,482,248,58,89,87,654,115,81,78
2023-09-07 21:47:04,2023-09-08 22:10:22,UTC-07:00,32,53,61,33.37,96.83,17.4,3304,180,75,2023-09-07 21:47:04,2023-09-08 06:48:47,65,15.1,420,541,332,56,32,121,650,99,80,76
2023-09-06 20:30:50,2023-09-07 21:47:04,UTC-07:00,84,49,101,34.60,97.31,19.0,4019,196,79,2023-09-06 20:30:50,2023-09-07 04:34:58,67,14.2,402,484,265,88,49,82,601,56,86,72
2023-09-05 21:00:17,2023-09-06 20:30:50,UTC-07:00,79,50,97,34.58,97.43,18.2,3454,188,73,2023-09-05 21:00:17,2023-09-06 06:50:42,82,14.1,468,590,300,44,124,122,568,24,81,59
2023-09-04 20:48:38,2023-09-05 21:00:17,UTC-07:00,67,49,85,33.40,98.30,18.0,3152,188,70,2023-09-04 20:48:38,2023-09-05 06:50:12,92,14.9,482,601,279,91,112,118,525,40,83,34
2023-09-04 00:00:00,2023-09-04 20:48:38,UTC-07:00,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01 23:53:15,2023-09-02 23:53:15,UTC-07:00,40,56,79,35.40,95.65,2.3,799,114,61,2023-09-01 23:53:15,2023-09-02 08:40:32,87,16.1,488,527,291,119,78,39,563,77,92,61
2023-08-31 22:13:46,2023-09-01 23:53:15,UTC-07:00,23,53,57,34.00,98.36,0.2,942,97,65,2023-08-31 22:13:46,2023-09-01 06:35:06,68,15.2,411,499,259,64,88,88,603,68,82,87
2023-08-30 21:44:43,2023-08-31 22:13:46,UTC-07:00,27,54,65,33.85,98.27,16.8,3389,198,72,2023-08-30 21:44:43,2023-08-31 06:47:10,78,15.2,444,542,314,71,59,88,566,75,84,68
2023-08-29 21:49:32,2023-08-30 21:44:43,UTC-07:00,58,52,86,34.50,98.73,7.3,2027,173,65,2023-08-29 21:49:32,2023-08-30 06:48:33,69,14.4,414,539,264,100,50,125,602,63,76,49
2023-08-28 23:08:27,2023-08-29 21:49:32,UTC-07:00,70,51,96,34.20,97.75,17.4,3064,197,74,2023-08-28 23:08:27,2023-08-29 08:13:31,74,14.2,425,545,319,82,24,120,578,31,78,41
2023-08-28 00:00:00,2023-08-28 23:08:27,UTC-07:00,,,,,,18.5,2207,197,94,,,,,,,,,,,,,,
2023-08-25 23:27:10,2023-08-26 23:27:10,UTC-07:00,55,56,75,34.50,97.43,4.3,1170,119,71,2023-08-25 23:27:10,2023-08-26 10:00:01,90,15.5,525,632,380,119,26,77,584,58,88,44
2023-08-24 21:47:59,2023-08-25 23:27:10,UTC-07:00,82,52,104,34.20,97.22,15.6,2630,188,72,2023-08-24 21:47:59,2023-08-25 06:20:33,76,14.6,442,512,285,77,80,70,580,59,88,80
2023-08-23 22:13:08,2023-08-24 21:47:59,UTC-07:00,70,54,91,33.99,98.60,14.8,2026,178,69,2023-08-23 22:13:08,2023-08-24 06:19:34,81,14.6,416,486,333,42,41,70,517,72,85,
2023-08-22 22:30:55,2023-08-23 22:13:08,UTC-07:00,1,64,65,35.50,96.50,15.9,2477,185,74,2023-08-23 11:20:00,2023-08-23 13:20:00,14,14.8,84,120,62,22,0,36,601,72,75,
2023-08-22 00:00:00,2023-08-22 22:30:55,UTC-07:00,,,,,,17.0,1716,202,84,,,,,,,,,,,,,,
2023-08-19 01:00:45,2023-08-20 01:00:45,UTC-07:00,48,55,86,34.90,96.82,4.3,1198,129,83,2023-08-19 01:00:45,2023-08-19 09:21:35,77,14.3,425,500,314,90,21,75,556,67,85,69
2023-08-18 00:11:54,2023-08-19 01:00:45,UTC-07:00,75,48,105,33.64,98.31,4.1,1390,117,59,2023-08-18 00:11:54,2023-08-18 08:17:21,72,14.5,393,484,203,74,116,91,549,63,81,79
2023-08-16 23:55:44,2023-08-18 00:11:54,UTC-07:00,78,50,106,34.69,97.78,0.3,864,87,51,2023-08-16 23:55:44,2023-08-17 07:20:21,74,14.1,372,444,293,36,43,72,500,12,83,78
2023-08-15 22:13:40,2023-08-16 23:55:44,UTC-07:00,80,51,98,34.60,97.59,4.1,1368,129,68,2023-08-15 22:13:40,2023-08-16 08:18:06,95,14.2,478,604,314,102,62,126,505,16,82,67
2023-08-14 23:28:33,2023-08-15 22:13:40,UTC-07:00,93,47,112,34.60,98.24,4.0,970,117,64,2023-08-14 23:28:33,2023-08-15 08:20:17,93,14.1,459,531,275,91,93,72,494,6,87,83
2023-08-14 00:17:14,2023-08-14 23:28:33,UTC-07:00,82,52,100,34.53,97.20,4.4,1805,126,63,2023-08-14 00:17:14,2023-08-14 10:06:39,98,14.3,484,589,343,95,46,105,494,6,88,87
2023-08-13 00:04:07,2023-08-14 00:17:14,UTC-07:00,89,51,107,34.30,98.35,4.1,1244,119,67,2023-08-13 00:04:07,2023-08-13 09:40:33,98,14.2,477,576,338,67,72,98,486,0,83,88
2023-08-11 23:29:30,2023-08-13 00:04:07,UTC-07:00,58,48,74,34.60,98.21,0.3,1049,102,62,2023-08-11 23:29:30,2023-08-12 09:31:46,100,14.2,507,601,347,67,93,94,72,9,84,
2023-08-10 13:20:14,2023-08-11 23:29:30,UTC-07:00,96,50,123,35.10,97.37,4.7,1234,117,59,2023-08-11 00:20:14,2023-08-11 08:42:55,86,13.7,425,502,277,58,90,50,494,9,91,
2023-08-07 23:37:38,2023-08-08 23:37:38,UTC-07:00,89,47,111,34.70,96.65,3.8,740,111,67,2023-08-07 23:37:38,2023-08-08 08:47:30,97,13.9,481,549,262,68,151,68,498,9,87,90
2023-08-06 22:34:00,2023-08-07 23:37:38,UTC-07:00,90,53,120,35.10,97.50,4.9,1209,140,70,2023-08-06 22:34:00,2023-08-07 08:59:25,97,14.2,493,625,381,65,47,132,507,18,81,88
2023-08-05 23:01:29,2023-08-06 22:34:00,UTC-07:00,74,49,97,33.90,97.39,5.0,1214,140,71,2023-08-05 23:01:29,2023-08-06 09:00:39,94,14.0,478,599,340,66,72,121,509,21,87,88
2023-08-04 23:42:21,2023-08-05 23:01:29,UTC-07:00,78,49,94,34.10,97.38,4.0,1088,116,56,2023-08-04 23:42:21,2023-08-05 09:12:25,93,13.7,484,570,279,78,127,86,518,28,85,80
2023-08-03 23:21:35,2023-08-04 23:42:21,UTC-07:00,69,48,85,34.60,96.80,6.6,1902,146,65,2023-08-03 23:21:35,2023-08-04 08:31:56,91,13.7,481,550,368,66,47,69,528,37,87,81
2023-08-02 22:55:09,2023-08-03 23:21:35,UTC-07:00,70,54,86,34.72,97.85,6.7,2011,130,69,2023-08-02 22:55:09,2023-08-03 08:44:50,88,14.7,449,589,270,101,78,140,508,6,81,77
2023-08-01 21:04:45,2023-08-02 22:55:09,UTC-07:00,75,49,98,34.60,97.84,11.3,2463,143,72,2023-08-01 21:04:45,2023-08-02 08:57:29,98,13.8,503,712,340,92,71,209,512,0,73,
2023-07-31 21:50:05,2023-08-01 21:04:45,UTC-07:00,91,48,120,34.77,98.23,12.9,2415,156,72,2023-07-31 21:50:05,2023-08-01 08:09:56,100,14.2,527,619,383,90,54,92,486,0,85,
2023-07-31 00:00:00,2023-07-31 21:50:05,UTC-07:00,,,,,,0.0,26,86,59,,,,,,,,,,,,,,
2023-07-28 13:52:31,2023-07-29 13:52:31,UTC-07:00,20,120,41,,,3.9,1006,118,63,2023-07-28 13:52:31,2023-07-29 02:34:21,100,,760,761,760,0,0,1,488,0,99,12
2023-07-27 20:34:23,2023-07-28 13:52:31,UTC-07:00,16,120,36,,,4.9,1401,133,62,2023-07-27 20:34:23,2023-07-28 10:27:29,100,,804,833,804,0,0,29,263,90,96,18
2023-07-26 22:07:36,2023-07-27 20:34:23,UTC-07:00,15,120,40,,,4.9,1807,143,61,2023-07-27 11:04:09,2023-07-27 16:20:25,55,,316,316,316,0,0,0,579,90,100,
2023-07-25 23:25:49,2023-07-26 22:07:36,UTC-07:00,78,52,104,34.60,97.42,11.6,2210,168,71,2023-07-25 23:25:49,2023-07-26 06:40:05,71,14.4,369,434,303,55,11,65,517,90,85,47
2023-07-24 21:15:49,2023-07-25 23:25:49,UTC-07:00,10,51,110,32.31,98.50,9.8,2366,163,66,2023-07-25 09:55:00,2023-07-25 11:55:00,12,14.4,70,120,34,13,23,50,584,90,87,
2023-07-24 00:30:45,2023-07-24 21:15:49,UTC-07:00,81,47,95,34.10,97.33,12.3,2213,165,65,2023-07-24 00:30:45,2023-07-24 08:42:23,69,13.9,376,491,194,77,105,115,544,56,76,53
2023-07-22 23:22:23,2023-07-24 00:30:45,UTC-07:00,56,50,73,34.40,98.86,4.5,1822,109,61,2023-07-22 23:22:23,2023-07-23 09:33:49,82,14.0,480,611,253,91,136,131,587,80,78,52
2023-07-21 23:02:17,2023-07-22 23:22:23,UTC-07:00,51,51,70,34.80,96.53,12.5,2459,173,72,2023-07-21 23:02:17,2023-07-22 06:19:47,67,14.4,366,437,218,30,118,71,549,114,83,46
2023-07-20 22:47:12,2023-07-21 23:02:17,UTC-07:00,29,49,55,35.24,96.75,15.3,2786,172,69,2023-07-20 22:47:12,2023-07-21 04:49:37,53,14.3,291,360,126,67,98,69,554,59,84,65
2023-07-19 21:38:51,2023-07-20 22:47:12,UTC-07:00,75,48,90,34.70,97.43,8.8,2072,152,67,2023-07-19 21:38:51,2023-07-20 07:08:32,81,14.5,479,569,326,48,105,90,595,84,84,54
2023-07-18 23:08:25,2023-07-19 21:38:51,UTC-07:00,51,48,73,34.30,96.08,13.1,2486,162,66,2023-07-18 23:08:25,2023-07-19 09:17:57,73,13.9,448,609,280,84,84,161,612,99,74,48
2023-07-17 21:30:50,2023-07-18 23:08:25,UTC-07:00,31,50,65,34.80,96.64,13.4,2756,170,71,2023-07-17 21:30:50,2023-07-18 04:50:35,59,15.4,346,439,142,50,154,93,590,87,80,32
2023-07-17 01:22:29,2023-07-17 21:30:50,UTC-07:00,41,52,58,34.75,96.63,11.4,2005,178,63,2023-07-17 01:22:29,2023-07-17 08:54:25,64,14.4,324,451,162,49,113,127,509,92,75,37
2023-07-15 23:00:00,2023-07-17 01:22:29,UTC-07:00,57,51,76,35.20,96.00,7.0,2209,149,69,2023-07-15 23:00:00,2023-07-16 06:28:00,62,14.4,326,448,190,63,73,122,528,72,74,47
2023-07-14 18:11:06,2023-07-15 23:00:00,UTC-07:00,6,51,95,31.90,,13.9,2697,181,66,2023-07-15 11:00:00,2023-07-15 12:44:00,10,14.6,59,104,20,14,25,45,583,72,75,
2023-07-13 21:07:43,2023-07-14 18:11:06,UTC-07:00,73,50,108,33.80,96.68,4.6,1272,113,59,2023-07-13 21:07:43,2023-07-14 05:29:55,70,14.4,383,502,281,55,47,119,545,53,80,58
2023-07-12 23:05:01,2023-07-13 21:07:43,UTC-07:00,52,49,87,34.60,97.50,7.8,1928,157,62,2023-07-12 23:05:01,2023-07-13 09:14:27,83,14.1,474,609,298,82,94,135,574,68,77,62
2023-07-11 23:05:34,2023-07-12 23:05:01,UTC-07:00,79,49,109,34.50,96.03,12.1,2462,163,64,2023-07-11 23:05:34,2023-07-12 08:26:45,72,14.2,422,561,258,71,93,139,583,68,78,49
2023-07-10 21:45:22,2023-07-11 23:05:34,UTC-07:00,88,47,116,34.60,97.12,13.7,2731,170,71,2023-07-10 21:45:22,2023-07-11 05:50:07,78,14.3,400,484,211,59,130,84,512,72,84,51
2023-07-09 21:49:28,2023-07-10 21:45:22,UTC-07:00,92,46,108,35.08,97.80,14.4,2654,174,70,2023-07-09 21:49:28,2023-07-10 04:49:05,70,14.7,376,420,170,73,133,44,540,49,89,40
2023-07-08 23:00:02,2023-07-09 21:49:28,UTC-07:00,92,47,107,34.50,96.42,6.4,1902,148,63,2023-07-08 23:00:02,2023-07-09 09:00:59,84,14.8,449,600,371,49,29,151,533,81,80,34
2023-07-07 20:45:18,2023-07-08 23:00:02,UTC-07:00,2,51,85,33.85,,14.4,2841,174,67,2023-07-08 10:06:00,2023-07-08 12:06:00,11,15.6,66,120,66,0,0,54,595,81,88,
2023-07-06 20:37:24,2023-07-07 20:45:18,UTC-07:00,5,51,48,34.90,,17.1,3368,179,69,2023-07-07 09:45:00,2023-07-07 12:20:00,15,14.4,96,155,65,15,16,59,643,126,78,
2023-07-05 20:36:24,2023-07-06 20:37:24,UTC-07:00,89,49,107,34.50,96.85,18.7,3555,189,77,2023-07-05 20:36:24,2023-07-06 04:50:04,66,15.1,367,493,261,45,61,126,557,41,78,
2023-07-05 00:00:00,2023-07-05 20:36:24,UTC-07:00,,,,,,14.0,1242,177,89,,,,,,,,,,,,,,
2023-06-28 00:00:00,2023-06-29 00:00:00,UTC-07:00,,,,,,0.0,10,90,65,,,,,,,,,,,,,,
2023-06-25 23:16:58,2023-06-26 23:16:58,UTC-07:00,30,50,43,34.09,96.40,14.5,2353,191,64,2023-06-25 23:16:58,2023-06-26 08:40:44,83,13.5,424,563,263,72,89,139,507,0,77,72
2023-06-24 21:50:00,2023-06-25 23:16:58,UTC-07:00,28,50,38,34.20,97.19,12.4,2407,173,67,2023-06-24 21:50:00,2023-06-25 09:05:20,100,14.2,539,675,338,71,130,135,504,3,80,78
2023-06-23 21:30:13,2023-06-24 21:50:00,UTC-07:00,43,50,54,34.51,97.20,11.0,1989,185,65,2023-06-23 21:30:13,2023-06-24 08:40:19,99,13.9,511,670,246,61,204,159,518,18,79,67
2023-06-22 21:40:06,2023-06-23 21:30:13,UTC-07:00,29,50,45,34.00,96.37,10.4,2198,173,62,2023-06-22 21:40:06,2023-06-23 08:50:09,94,14.5,529,670,317,94,118,141,561,115,83,55
2023-06-21 21:05:37,2023-06-22 21:40:06,UTC-07:00,70,46,84,34.60,96.50,16.6,3199,194,68,2023-06-21 21:05:37,2023-06-22 04:45:36,63,14.7,370,456,245,58,67,86,586,56,83,47
2023-06-20 22:00:00,2023-06-21 21:05:37,UTC-07:00,19,50,39,34.30,96.67,16.0,2910,181,69,2023-06-20 22:00:00,2023-06-21 09:10:50,82,14.8,467,670,304,109,54,203,567,131,71,35
2023-06-19 20:30:53,2023-06-20 22:00:00,UTC-07:00,33,46,55,34.30,97.28,18.6,3866,195,72,2023-06-19 20:30:53,2023-06-20 04:34:52,58,14.4,376,483,176,62,138,107,644,100,77,69
2023-06-18 21:08:14,2023-06-19 20:30:53,UTC-07:00,45,50,64,34.41,96.17,18.0,3286,190,78,2023-06-18 21:08:14,2023-06-19 05:35:20,68,14.4,437,507,271,84,82,70,640,145,86,63
2023-06-17 23:30:18,2023-06-18 21:08:14,UTC-07:00,24,46,67,34.16,94.71,8.6,1928,138,69,2023-06-17 23:30:18,2023-06-18 05:29:32,40,14.3,255,359,130,59,66,104,643,111,75,72
2023-06-16 23:29:39,2023-06-17 23:30:18,UTC-07:00,50,50,80,34.50,96.88,16.3,3073,180,75,2023-06-16 23:29:39,2023-06-17 06:15:51,54,14.2,344,406,203,64,77,62,634,103,84,60
2023-06-15 22:30:41,2023-06-16 23:29:39,UTC-07:00,51,54,74,35.00,97.70,16.1,3103,178,72,2023-06-15 22:30:41,2023-06-16 06:30:45,67,14.1,368,480,207,57,104,112,552,136,79,46
2023-06-14 21:36:00,2023-06-15 22:30:41,UTC-07:00,43,50,95,34.24,,17.7,3523,175,73,2023-06-14 21:36:00,2023-06-15 04:35:00,44,14.4,290,419,198,52,40,129,661,121,72,80
2023-06-13 21:53:53,2023-06-14 21:36:00,UTC-07:00,39,50,60,34.68,96.92,17.4,3051,183,71,2023-06-13 21:53:53,2023-06-14 06:50:51,61,14.4,404,536,301,57,46,132,664,112,78,76
2023-06-12 21:00:45,2023-06-13 21:53:53,UTC-07:00,86,48,111,34.30,95.67,19.1,3973,186,81,2023-06-12 21:00:45,2023-06-13 04:35:20,64,14.1,395,454,289,50,56,59,616,84,88,77
2023-06-11 21:33:45,2023-06-12 21:00:45,UTC-07:00,49,49,68,34.64,97.00,16.3,3004,194,72,2023-06-11 21:33:45,2023-06-12 06:50:21,73,14.2,439,556,238,81,120,117,605,115,83,72
2023-06-10 23:00:11,2023-06-11 21:33:45,UTC-07:00,24,50,44,34.10,97.60,5.5,1819,119,67,2023-06-10 23:00:11,2023-06-11 08:00:52,63,14.2,419,540,260,70,89,121,666,121,79,66
2023-06-09 21:20:15,2023-06-10 23:00:11,UTC-07:00,47,52,71,33.60,96.71,18.0,3500,178,74,2023-06-09 21:20:15,2023-06-10 06:15:31,61,14.1,382,535,218,59,105,153,624,136,73,76
2023-06-08 22:50:07,2023-06-09 21:20:15,UTC-07:00,26,51,64,34.57,97.19,4.1,1107,119,66,2023-06-08 22:50:07,2023-06-09 06:50:59,44,14.1,296,480,186,50,60,184,672,114,64,56
2023-06-07 21:39:00,2023-06-08 22:50:07,UTC-07:00,67,48,107,34.45,96.45,20.1,4271,195,78,2023-06-07 21:39:00,2023-06-08 04:35:00,53,14.1,321,416,169,68,84,95,605,87,82,53
2023-06-06 21:10:15,2023-06-07 21:39:00,UTC-07:00,62,49,80,34.70,96.07,14.2,2835,163,71,2023-06-06 21:10:15,2023-06-07 06:50:29,72,14.5,452,580,288,61,103,128,632,90,79,40
2023-06-05 20:45:00,2023-06-06 21:10:15,UTC-07:00,32,50,50,34.10,97.55,17.7,3423,179,73,2023-06-05 20:45:00,2023-06-06 06:57:00,71,14.2,453,612,243,95,115,159,638,199,75,25
2023-06-05 13:35:00,2023-06-05 20:45:00,UTC-07:00,2,53,41,34.80,,4.4,588,119,58,2023-06-05 17:22:00,2023-06-05 18:33:00,7,13.9,50,71,30,9,11,21,688,199,70,
2023-06-03 22:30:01,2023-06-05 13:35:00,UTC-07:00,10,57,115,33.20,,11.5,2691,169,71,2023-06-04 13:36:00,2023-06-04 15:03:00,9,14.9,51,87,51,0,0,36,582,80,64,
2023-06-02 22:35:32,2023-06-03 22:30:01,UTC-07:00,51,49,79,34.80,95.58,13.9,2568,175,74,2023-06-02 22:35:32,2023-06-03 07:25:59,75,13.9,450,530,338,48,64,80,601,87,85,76
2023-06-01 23:23:14,2023-06-02 22:35:32,UTC-07:00,46,46,75,35.00,96.50,13.6,2503,180,65,2023-06-01 23:23:14,2023-06-02 07:26:41,64,14.5,365,483,228,72,65,118,574,84,80,58
2023-05-31 21:05:44,2023-06-01 23:23:14,UTC-07:00,57,49,90,35.00,96.92,5.5,2155,133,64,2023-05-31 21:05:44,2023-06-01 06:45:07,73,14.4,443,579,263,96,84,136,608,93,82,74
