Cycle start time,Cycle end time,Cycle timezone,Recovery score %,Resting heart rate (bpm),Heart rate variability (ms),Skin temp (celsius),Blood oxygen %,Day Strain,Energy burned (cal),Max HR (bpm),Average HR (bpm),Sleep onset,Wake onset,Sleep performance %,Respiratory rate (rpm),Asleep duration (min),In bed duration (min),Light sleep duration (min),Deep (SWS) duration (min),REM duration (min),Awake duration (min),Sleep need (min),Sleep debt (min),Sleep efficiency %,Sleep consistency %
2023-05-30 21:27:24,2023-05-31 21:05:44,UTC-07:00,23,47,49,34.60,97.60,13.6,2520,169,68,2023-05-30 21:27:24,2023-05-31 06:50:40,70,14.2,403,563,235,77,91,160,573,114,78,59
2023-05-29 21:16:05,2023-05-30 21:27:24,UTC-07:00,9,47,105,34.20,,14.8,2721,177,70,2023-05-30 15:02:00,2023-05-30 16:30:00,10,13.5,62,88,41,13,8,26,635,114,92,
2023-05-28 21:13:10,2023-05-29 21:16:05,UTC-07:00,87,45,99,34.60,96.55,15.5,2868,179,66,2023-05-28 21:13:10,2023-05-29 05:37:43,75,14.3,428,504,190,97,141,76,574,84,86,59
2023-05-27 23:01:43,2023-05-28 21:13:10,UTC-07:00,47,48,63,34.80,96.44,5.0,1783,151,59,2023-05-27 23:01:43,2023-05-28 08:29:22,73,13.8,470,565,247,81,142,95,647,112,83,56
2023-05-26 22:07:09,2023-05-27 23:01:43,UTC-07:00,76,46,94,34.20,96.93,16.7,2831,179,67,2023-05-26 22:07:09,2023-05-27 06:15:25,64,13.8,401,488,247,52,102,87,628,109,82,67
2023-05-25 22:48:00,2023-05-26 22:07:09,UTC-07:00,,,,,,14.3,2012,167,68,,,,,,,,,,,,,,
2023-05-24 20:40:25,2023-05-25 22:48:00,UTC-07:00,67,47,98,34.27,96.53,18.3,4076,185,70,2023-05-24 20:40:25,2023-05-25 04:35:01,55,13.8,347,474,260,53,34,127,631,112,81,67
2023-05-23 20:45:21,2023-05-24 20:40:25,UTC-07:00,41,49,65,34.90,95.22,14.4,2709,176,66,2023-05-23 20:45:21,2023-05-24 06:50:06,64,14.0,419,604,263,66,90,185,651,103,72,55
2023-05-22 20:15:29,2023-05-23 20:45:21,UTC-07:00,49,50,71,33.99,97.45,18.6,3822,179,75,2023-05-22 20:15:29,2023-05-23 04:35:11,67,13.8,390,499,237,52,101,109,580,65,79,47
2023-05-21 20:09:14,2023-05-22 20:15:29,UTC-07:00,33,47,53,34.75,96.63,13.6,2700,172,64,2023-05-21 20:09:14,2023-05-22 06:50:31,79,14.2,518,641,265,127,126,123,659,170,83,26
2023-05-21 06:10:00,2023-05-21 20:09:14,UTC-07:00,12,50,65,34.80,96.43,5.0,1393,126,68,2023-05-21 06:10:00,2023-05-21 10:20:00,30,13.8,194,250,158,28,8,56,644,114,81,12
2023-05-19 21:45:26,2023-05-21 06:10:00,UTC-07:00,44,49,78,34.45,96.73,16.1,2611,185,73,2023-05-19 21:45:26,2023-05-20 06:50:57,53,14.3,345,545,240,79,26,200,647,121,63,79
2023-05-18 22:15:00,2023-05-19 21:45:26,UTC-07:00,34,50,73,34.20,97.33,15.4,2843,172,71,2023-05-18 22:15:00,2023-05-19 06:50:00,50,14.2,321,515,196,75,50,194,647,102,68,67
2023-05-17 20:30:00,2023-05-18 22:15:00,UTC-07:00,53,45,84,33.93,97.56,18.1,3608,190,75,2023-05-17 20:30:00,2023-05-18 04:35:00,58,14.2,364,485,266,61,37,121,633,94,76,73
2023-05-16 20:50:17,2023-05-17 20:30:00,UTC-07:00,30,51,62,34.10,97.00,17.2,2987,190,69,2023-05-16 20:50:17,2023-05-17 06:46:33,61,13.9,400,596,265,75,60,196,651,92,68,68
2023-05-15 20:56:16,2023-05-16 20:50:17,UTC-07:00,87,47,120,35.10,97.07,20.2,4048,186,81,2023-05-15 20:56:16,2023-05-16 04:34:20,62,14.1,400,458,353,40,7,58,646,109,87,65
2023-05-14 22:15:40,2023-05-15 20:56:16,UTC-07:00,63,48,88,34.79,97.06,16.9,2842,188,72,2023-05-14 22:15:40,2023-05-15 06:50:36,65,13.7,390,514,205,89,96,124,600,104,81,64
2023-05-13 23:00:44,2023-05-14 22:15:40,UTC-07:00,30,49,59,34.80,95.00,8.8,2092,145,64,2023-05-13 23:00:44,2023-05-14 08:13:07,57,14.2,345,552,187,87,71,207,601,119,67,46
2023-05-12 22:00:00,2023-05-13 23:00:44,UTC-07:00,1,51,46,35.90,,18.3,3626,181,73,2023-05-13 10:50:00,2023-05-13 12:50:00,10,15.4,64,120,45,7,12,56,653,119,63,
2023-05-11 22:45:00,2023-05-12 22:00:00,UTC-07:00,53,50,92,35.10,98.00,15.1,2765,168,71,2023-05-11 22:45:00,2023-05-12 06:35:00,55,14.3,359,470,233,50,76,111,657,97,83,61
2023-05-10 20:27:26,2023-05-11 22:45:00,UTC-07:00,70,47,99,34.30,97.83,20.3,4232,187,77,2023-05-10 20:27:26,2023-05-11 04:35:33,60,14.8,364,488,206,61,97,124,603,85,78,73
2023-05-09 20:45:02,2023-05-10 20:27:26,UTC-07:00,62,48,89,34.50,,14.2,2779,179,68,2023-05-09 20:45:02,2023-05-10 06:50:45,65,14.5,402,605,243,58,101,203,622,75,68,64
2023-05-08 20:24:42,2023-05-09 20:45:02,UTC-07:00,56,43,79,34.00,97.13,18.3,3714,188,76,2023-05-08 20:24:42,2023-05-09 04:34:13,69,14.7,388,489,207,51,130,101,564,75,79,58
2023-05-07 22:36:03,2023-05-08 20:24:42,UTC-07:00,33,45,56,33.20,97.95,4.1,1723,111,61,2023-05-07 22:36:03,2023-05-08 06:50:01,69,14.2,363,493,186,77,100,130,526,37,73,59
2023-05-06 22:45:30,2023-05-07 22:36:03,UTC-07:00,27,46,45,34.16,96.65,4.3,1859,124,61,2023-05-06 22:45:30,2023-05-07 09:11:23,88,14.6,495,625,241,84,170,130,561,96,80,46
2023-05-05 22:29:02,2023-05-06 22:45:30,UTC-07:00,62,46,83,34.10,97.40,13.4,2669,183,67,2023-05-05 22:29:02,2023-05-06 07:00:01,69,14.1,388,510,234,59,95,122,562,90,77,61
2023-05-04 21:45:27,2023-05-05 22:29:02,UTC-07:00,4,52,70,,,16.3,2715,207,66,2023-05-05 15:46:34,2023-05-05 16:53:24,10,14.9,59,66,28,17,14,7,579,90,91,
2023-05-03 20:37:26,2023-05-04 21:45:27,UTC-07:00,68,47,92,33.60,96.86,15.7,2843,182,68,2023-05-03 20:37:26,2023-05-04 04:35:34,62,13.8,394,478,253,20,121,84,633,99,83,76
2023-05-02 21:12:00,2023-05-03 20:37:26,UTC-07:00,24,49,47,34.10,98.00,16.5,2888,183,68,2023-05-02 21:12:00,2023-05-03 06:50:00,59,14.3,372,578,203,84,85,206,633,75,71,72
2023-05-01 20:15:35,2023-05-02 21:12:00,UTC-07:00,90,48,117,35.14,96.54,20.0,4192,182,76,2023-05-01 20:15:35,2023-05-02 04:35:31,69,14.3,425,499,304,58,63,74,612,65,88,70
2023-04-30 21:23:47,2023-05-01 20:15:35,UTC-07:00,29,46,46,34.30,97.13,18.3,3153,185,66,2023-04-30 21:23:47,2023-05-01 06:50:03,79,14.0,459,566,238,80,141,107,583,93,82,65
2023-04-29 22:44:20,2023-04-30 21:23:47,UTC-07:00,56,47,75,34.90,96.33,4.8,1821,114,60,2023-04-29 22:44:20,2023-04-30 08:08:43,70,14.4,413,564,340,38,35,151,592,87,73,50
2023-04-28 19:45:49,2023-04-29 22:44:20,UTC-07:00,46,46,67,34.10,96.70,17.7,3467,185,66,2023-04-28 19:45:49,2023-04-29 06:15:53,64,14.4,404,630,286,56,62,226,629,111,66,68
2023-04-27 21:44:24,2023-04-28 19:45:49,UTC-07:00,51,49,87,33.60,,14.1,2431,171,66,2023-04-27 21:44:24,2023-04-28 06:46:18,54,14.8,347,541,227,46,74,194,641,80,69,69
2023-04-26 20:30:55,2023-04-27 21:44:24,UTC-07:00,67,49,89,34.80,96.80,20.4,4352,182,77,2023-04-26 20:30:55,2023-04-27 04:35:39,67,14.2,401,484,308,55,38,83,601,75,83,65
2023-04-25 21:10:48,2023-04-26 20:30:55,UTC-07:00,51,50,73,33.49,96.38,15.3,2729,179,66,2023-04-25 21:10:48,2023-04-26 08:07:51,69,14.6,450,657,298,59,93,207,651,90,69,67
2023-04-24 21:35:26,2023-04-25 21:10:48,UTC-07:00,92,46,121,34.30,96.83,20.5,4003,182,77,2023-04-24 21:35:26,2023-04-25 04:34:58,71,14.1,370,419,253,48,69,49,522,31,88,68
2023-04-23 21:12:47,2023-04-24 21:35:26,UTC-07:00,49,44,63,33.92,96.74,6.2,2012,145,61,2023-04-23 21:12:47,2023-04-24 06:50:19,90,14.2,507,577,229,77,201,70,563,68,90,55
2023-04-22 22:36:53,2023-04-23 21:12:47,UTC-07:00,35,47,53,33.80,96.38,8.1,1984,140,60,2023-04-22 22:36:53,2023-04-23 08:26:02,78,14.5,463,589,313,57,93,126,591,87,82,39
2023-04-21 21:00:00,2023-04-22 22:36:53,UTC-07:00,1,49,57,32.00,,17.0,3217,177,67,2023-04-22 14:42:00,2023-04-22 15:50:00,5,15.5,33,68,15,12,6,35,624,87,69,
2023-04-20 21:46:27,2023-04-21 21:00:00,UTC-07:00,55,49,99,33.90,96.00,13.8,2471,177,66,2023-04-20 21:46:27,2023-04-21 04:32:54,50,14.3,330,406,267,26,37,76,660,99,84,69
2023-04-19 20:30:16,2023-04-20 21:46:27,UTC-07:00,67,48,95,33.70,96.40,20.4,4314,182,77,2023-04-19 20:30:16,2023-04-20 04:35:03,59,14.4,361,484,261,25,75,123,617,80,80,75
2023-04-18 21:10:53,2023-04-19 20:30:16,UTC-07:00,27,50,49,33.70,97.17,17.0,2964,183,69,2023-04-18 21:10:53,2023-04-19 06:50:59,67,14.1,423,580,259,74,90,157,632,75,75,68
2023-04-17 20:23:31,2023-04-18 21:10:53,UTC-07:00,88,46,115,33.60,96.35,19.7,3990,185,77,2023-04-17 20:23:31,2023-04-18 04:34:47,69,14.3,406,491,289,39,78,85,591,46,84,58
2023-04-16 21:11:58,2023-04-17 20:23:31,UTC-07:00,55,49,70,34.80,95.27,18.0,3112,184,67,2023-04-16 21:11:58,2023-04-17 06:50:19,85,14.5,499,578,247,97,155,79,586,90,86,57
2023-04-15 23:13:02,2023-04-16 21:11:58,UTC-07:00,28,47,49,34.60,96.68,9.2,2008,140,64,2023-04-15 23:13:02,2023-04-16 08:25:34,63,14.1,344,552,234,41,69,208,544,82,64,45
2023-04-14 21:44:34,2023-04-15 23:13:02,UTC-07:00,1,48,73,32.87,97.00,15.6,3040,178,66,2023-04-15 13:30:00,2023-04-15 15:15:00,11,15.8,65,105,34,0,31,40,609,82,75,
2023-04-13 23:15:00,2023-04-14 21:44:34,UTC-07:00,20,48,45,35.10,97.60,14.8,2597,168,67,2023-04-13 23:15:00,2023-04-14 09:40:00,71,14.4,412,625,222,87,103,213,582,87,68,38
2023-04-12 20:30:27,2023-04-13 23:15:00,UTC-07:00,1,55,132,32.80,,18.5,3682,186,72,2023-04-13 08:11:20,2023-04-13 09:10:48,9,16.8,53,59,47,6,0,6,618,87,96,
2023-04-11 20:36:40,2023-04-12 20:30:27,UTC-07:00,53,51,82,35.10,97.00,13.9,2575,173,67,2023-04-11 20:36:40,2023-04-12 06:50:48,80,14.0,488,614,367,70,51,126,611,55,79,75
2023-04-10 20:24:47,2023-04-11 20:36:40,UTC-07:00,74,47,103,34.50,98.64,19.5,4015,188,77,2023-04-10 20:24:47,2023-04-11 04:32:40,77,14.2,422,487,314,49,59,65,548,21,86,77
2023-04-09 20:51:03,2023-04-10 20:24:47,UTC-07:00,33,48,59,34.70,96.90,15.4,2751,177,67,2023-04-09 20:51:03,2023-04-10 06:50:41,93,13.8,521,599,275,100,146,78,561,70,89,65
2023-04-08 22:50:05,2023-04-09 20:51:03,UTC-07:00,14,49,41,34.70,96.79,6.3,1856,141,58,2023-04-08 22:50:05,2023-04-09 08:41:46,71,13.6,425,591,265,64,96,166,602,55,73,53
2023-04-07 20:37:19,2023-04-08 22:50:05,UTC-07:00,39,46,76,33.00,97.56,18.2,3380,186,71,2023-04-07 20:37:19,2023-04-08 06:21:32,77,14.4,444,584,229,95,120,140,578,48,76,76
2023-04-06 21:13:00,2023-04-07 20:37:19,UTC-07:00,66,51,94,34.70,96.35,15.9,2825,174,68,2023-04-06 21:13:00,2023-04-07 06:51:00,80,13.9,443,578,346,49,48,135,554,18,78,72
2023-04-05 21:13:24,2023-04-06 21:13:00,UTC-07:00,28,48,62,34.00,96.29,16.7,3078,172,67,2023-04-05 21:13:24,2023-04-06 06:50:40,94,14.9,441,577,214,71,156,136,469,65,79,50
2023-04-04 21:33:00,2023-04-05 21:13:24,UTC-07:00,10,51,105,34.50,95.17,6.8,2012,128,68,2023-04-05 15:30:00,2023-04-05 17:50:00,16,15.0,88,140,80,0,8,52,557,65,81,
2023-04-03 21:11:09,2023-04-04 21:33:00,UTC-07:00,1,72,55,31.80,,20.5,4400,184,84,2023-04-04 08:08:00,2023-04-04 10:08:00,11,16.9,70,120,63,0,7,50,620,82,72,
2023-04-02 21:13:07,2023-04-03 21:11:09,UTC-07:00,48,45,87,34.50,96.85,20.1,3814,187,74,2023-04-02 21:13:07,2023-04-03 06:49:19,93,14.5,458,576,182,104,172,118,490,0,83,50
2023-04-01 22:33:30,2023-04-02 21:13:07,UTC-07:00,38,50,76,34.42,96.71,5.8,1838,118,64,2023-04-01 22:33:30,2023-04-02 10:20:30,100,14.6,522,707,293,110,119,185,489,0,79,55
2023-03-31 22:17:15,2023-04-01 22:33:30,UTC-07:00,42,52,83,34.30,97.73,4.8,1855,109,66,2023-03-31 22:17:15,2023-04-01 08:00:30,100,14.6,431,583,343,38,50,152,432,9,78,75
2023-03-30 22:59:33,2023-03-31 22:17:15,UTC-07:00,56,51,100,33.58,97.08,5.8,1870,114,67,2023-03-30 22:59:33,2023-03-31 07:06:57,97,14.1,418,487,326,38,54,69,431,0,85,69
2023-03-29 23:10:02,2023-03-30 22:59:33,UTC-07:00,62,52,106,33.53,97.22,6.0,1964,138,67,2023-03-29 23:10:02,2023-03-30 07:32:15,100,13.9,404,502,295,36,73,98,402,0,80,62
2023-03-28 22:16:28,2023-03-29 23:10:02,UTC-07:00,7,63,81,32.30,96.33,5.2,1992,116,68,2023-03-29 14:10:00,2023-03-29 15:50:00,18,14.0,88,100,69,0,19,12,489,0,100,
2023-03-27 22:30:48,2023-03-28 22:16:28,UTC-07:00,72,49,112,34.60,97.12,4.7,1886,115,60,2023-03-27 22:30:48,2023-03-28 09:15:18,100,13.8,535,644,412,72,51,109,534,18,85,76
2023-03-26 23:19:28,2023-03-27 22:30:48,UTC-07:00,88,45,126,33.60,97.57,13.7,2533,165,68,2023-03-26 23:19:28,2023-03-27 09:16:31,94,14.1,489,597,267,95,127,108,523,34,84,60
2023-03-25 23:00:24,2023-03-26 23:19:28,UTC-07:00,16,47,46,33.80,96.86,4.1,1911,109,55,2023-03-25 23:00:24,2023-03-26 09:50:37,89,13.7,504,650,261,99,144,146,565,53,77,49
2023-03-24 20:07:59,2023-03-25 23:00:24,UTC-07:00,48,48,95,34.50,96.37,13.1,2745,162,67,2023-03-24 20:07:59,2023-03-25 06:15:37,83,13.8,489,607,334,96,59,118,590,85,80,78
2023-03-23 22:25:05,2023-03-24 20:07:59,UTC-07:00,47,47,94,34.20,96.20,11.7,2118,173,67,2023-03-23 22:25:05,2023-03-24 06:43:24,65,13.7,369,498,250,72,47,129,571,65,77,88
2023-03-22 21:32:19,2023-03-23 22:25:05,UTC-07:00,54,52,104,33.70,97.09,11.9,2422,165,71,2023-03-22 21:32:19,2023-03-23 06:50:51,73,14.1,424,558,242,71,111,134,583,65,77,95
2023-03-21 21:45:05,2023-03-22 21:32:19,UTC-07:00,52,50,103,34.60,97.22,14.0,2504,179,72,2023-03-21 21:45:05,2023-03-22 06:49:19,73,14.4,426,544,309,63,54,118,584,59,80,89
2023-03-20 21:15:46,2023-03-21 21:45:05,UTC-07:00,60,49,114,33.00,96.75,15.1,2763,172,71,2023-03-20 21:15:46,2023-03-21 06:40:37,81,14.8,452,564,379,27,46,112,558,37,83,84
2023-03-19 21:30:04,2023-03-20 21:15:46,UTC-07:00,44,50,95,34.13,97.27,14.6,2649,175,72,2023-03-19 21:30:04,2023-03-20 06:50:00,88,14.5,490,559,304,71,115,69,560,70,89,78
2023-03-18 21:22:23,2023-03-19 21:30:04,UTC-07:00,63,50,119,34.30,95.92,4.0,1896,111,59,2023-03-18 21:22:23,2023-03-19 05:45:21,71,14.2,411,503,322,34,55,92,583,48,81,76
2023-03-17 21:10:54,2023-03-18 21:22:23,UTC-07:00,36,47,74,33.40,97.47,16.6,3063,185,74,2023-03-17 21:10:54,2023-03-18 06:20:58,80,14.4,434,550,322,62,50,116,539,94,79,58
2023-03-16 22:37:29,2023-03-17 21:10:54,UTC-07:00,9,53,111,,,12.1,2269,184,72,2023-03-17 16:10:00,2023-03-17 17:45:00,10,13.7,62,95,59,0,3,33,601,94,81,
2023-03-15 21:30:07,2023-03-16 22:37:29,UTC-07:00,95,53,135,33.90,96.86,12.4,2518,163,75,2023-03-15 21:30:07,2023-03-16 06:50:42,82,15.0,474,560,428,27,19,84,576,48,86,77
2023-03-14 22:16:48,2023-03-15 21:30:07,UTC-07:00,95,54,134,33.90,96.64,15.6,2812,179,78,2023-03-14 22:16:48,2023-03-15 06:50:12,80,14.3,417,513,373,0,44,96,524,0,85,78
2023-03-13 22:19:40,2023-03-14 22:16:48,UTC-07:00,94,54,128,34.10,95.83,15.0,2774,170,77,2023-03-13 22:19:40,2023-03-14 06:59:10,100,15.2,423,519,388,28,7,96,425,138,82,84
2023-03-12 23:00:00,2023-03-13 22:19:40,UTC-07:00,48,57,128,33.80,95.00,8.4,1994,126,73,2023-03-12 23:00:00,2023-03-13 04:00:00,43,14.4,226,300,195,13,18,74,520,19,80,86
2023-03-11 22:02:47,2023-03-12 22:00:00,UTC-08:00,39,62,87,34.31,97.56,10.6,2429,132,76,2023-03-11 22:02:47,2023-03-12 07:00:16,92,15.8,451,537,348,46,57,86,490,0,86,75
2023-03-10 21:45:27,2023-03-11 22:02:47,UTC-08:00,64,55,101,34.60,97.54,5.5,1718,140,66,2023-03-10 21:45:27,2023-03-11 07:45:56,100,14.6,467,600,363,51,53,133,418,6,78,67
2023-03-09 21:09:12,2023-03-10 21:45:27,UTC-08:00,80,52,109,34.73,97.50,6.0,1946,145,64,2023-03-09 21:09:12,2023-03-10 06:57:48,98,14.1,503,588,455,18,30,85,513,18,86,91
2023-03-08 20:30:53,2023-03-09 21:09:12,UTC-08:00,53,57,92,34.60,96.94,8.1,2139,136,67,2023-03-08 20:30:53,2023-03-09 07:00:00,94,14.1,504,629,371,63,70,125,537,31,83,85
2023-03-07 21:00:21,2023-03-08 20:30:53,UTC-08:00,61,51,103,34.40,97.15,11.7,2253,171,69,2023-03-07 21:00:21,2023-03-08 06:50:58,90,14.0,481,590,288,89,104,109,537,37,83,84
2023-03-06 21:00:41,2023-03-07 21:00:21,UTC-08:00,90,49,122,33.92,97.58,10.2,2214,149,67,2023-03-06 21:00:41,2023-03-07 06:50:41,88,13.8,470,590,332,46,92,120,532,21,82,78
2023-03-05 20:45:12,2023-03-06 21:00:41,UTC-08:00,86,50,114,34.33,98.00,12.7,2484,161,68,2023-03-05 20:45:12,2023-03-06 06:50:11,93,14.1,503,604,308,77,118,101,539,48,85,58
2023-03-04 23:20:06,2023-03-05 20:45:12,UTC-08:00,63,48,84,34.80,96.00,6.3,1785,124,61,2023-03-04 23:20:06,2023-03-05 09:03:20,80,14.0,449,583,217,85,147,134,563,53,79,
2023-03-03 21:05:30,2023-03-04 23:20:06,UTC-08:00,76,50,103,34.31,95.33,12.7,2660,159,70,2023-03-03 21:05:30,2023-03-04 06:15:08,83,14.3,459,549,301,85,73,90,553,51,86,
2023-03-02 21:50:20,2023-03-03 21:05:30,UTC-08:00,84,48,115,33.96,96.30,10.9,2198,163,70,2023-03-02 21:50:20,2023-03-03 06:50:50,79,13.9,417,540,329,38,50,123,528,0,80,
2023-03-02 00:00:00,2023-03-02 21:50:20,UTC-08:00,,,,,,4.1,305,141,78,,,,,,,,,,,,,,
