Cycle start time,Cycle end time,Cycle timezone,Sleep onset,Wake onset,Sleep performance %,Respiratory rate (rpm),Asleep duration (min),In bed duration (min),Light sleep duration (min),Deep (SWS) duration (min),REM duration (min),Awake duration (min),Sleep need (min),Sleep debt (min),Sleep efficiency %,Sleep consistency %,Nap
2023-09-24 01:30:50,2023-09-24 20:37:41,UTC-07:00,2023-09-24 01:30:50,2023-09-24 09:54:05,80,15.3,440,503,236,107,97,63,552,127,87,11,false
2023-09-23 00:00:00,2023-09-24 01:30:50,UTC-07:00,2023-09-23 17:51:49,2023-09-23 19:15:27,11,13.9,70,83,31,13,26,13,615,127,83,,true
2023-09-21 21:01:16,2023-09-23 00:00:00,UTC-07:00,2023-09-21 21:01:16,2023-09-22 03:29:38,54,13.9,344,388,169,63,112,44,640,127,88,62,false
2023-09-20 20:17:15,2023-09-21 21:01:16,UTC-07:00,2023-09-20 20:17:15,2023-09-21 02:50:00,25,14.4,169,392,98,65,6,223,663,127,53,72,false
2023-09-19 21:04:01,2023-09-20 20:17:15,UTC-07:00,2023-09-19 21:04:01,2023-09-20 06:50:27,68,13.9,456,586,288,71,97,130,667,116,78,72,false
2023-09-18 20:45:24,2023-09-19 21:04:01,UTC-07:00,2023-09-18 20:45:24,2023-09-19 04:35:11,63,13.9,397,469,238,52,107,72,629,89,87,70,false
2023-09-17 21:03:20,2023-09-18 20:45:24,UTC-07:00,2023-09-17 21:03:20,2023-09-18 06:41:28,77,15.2,463,578,295,99,69,115,602,116,82,49,false
2023-09-16 23:13:44,2023-09-17 21:03:20,UTC-07:00,2023-09-16 23:13:44,2023-09-17 09:24:12,72,14.3,467,610,257,100,110,143,648,124,80,55,false
2023-09-15 22:16:38,2023-09-16 23:13:44,UTC-07:00,2023-09-15 22:16:38,2023-09-16 06:19:46,62,14.5,399,483,298,44,57,84,648,127,84,60,false
2023-09-14 21:10:08,2023-09-15 22:16:38,UTC-07:00,2023-09-14 21:10:08,2023-09-15 06:49:43,68,14.7,439,579,310,62,67,140,650,114,78,79,false
2023-09-12 21:43:26,2023-09-13 20:54:20,UTC-07:00,2023-09-12 21:43:26,2023-09-13 06:43:40,66,14.2,443,540,258,94,91,97,672,127,83,68,false
2023-09-11 20:54:20,2023-09-12 21:43:26,UTC-07:00,2023-09-11 20:54:20,2023-09-12 04:29:02,61,14.3,397,454,279,63,55,57,654,99,89,70,false
2023-09-10 20:49:10,2023-09-11 20:54:20,UTC-07:00,2023-09-10 20:49:10,2023-09-11 06:15:32,74,14.4,450,566,188,116,146,116,604,116,82,51,false
2023-09-09 23:23:29,2023-09-10 20:49:10,UTC-07:00,2023-09-09 23:23:29,2023-09-10 09:25:33,65,14.8,425,602,245,82,98,177,659,127,76,49,false
2023-09-08 22:10:22,2023-09-09 23:23:29,UTC-07:00,2023-09-08 22:10:22,2023-09-09 06:14:52,60,15.1,395,482,248,58,89,87,654,115,81,78,false
2023-09-07 21:47:04,2023-09-08 22:10:22,UTC-07:00,2023-09-07 21:47:04,2023-09-08 06:48:47,65,15.1,420,541,332,56,32,121,650,99,80,76,false
2023-09-06 20:30:50,2023-09-07 21:47:04,UTC-07:00,2023-09-06 20:30:50,2023-09-07 04:34:58,67,14.2,402,484,265,88,49,82,601,56,86,72,false
2023-09-05 21:00:17,2023-09-06 20:30:50,UTC-07:00,2023-09-05 21:00:17,2023-09-06 06:50:42,82,14.1,468,590,300,44,124,122,568,24,81,59,false
2023-09-04 20:48:38,2023-09-05 21:00:17,UTC-07:00,2023-09-04 20:48:38,2023-09-05 06:50:12,92,14.9,482,601,279,91,112,118,525,40,83,34,false
2023-09-01 23:53:15,2023-09-02 23:53:15,UTC-07:00,2023-09-01 23:53:15,2023-09-02 08:40:32,87,16.1,488,527,291,119,78,39,563,77,92,61,false
2023-08-31 22:13:46,2023-09-01 23:53:15,UTC-07:00,2023-08-31 22:13:46,2023-09-01 06:35:06,68,15.2,411,499,259,64,88,88,603,68,82,87,false
2023-08-30 21:44:43,2023-08-31 22:13:46,UTC-07:00,2023-08-30 21:44:43,2023-08-31 06:47:10,78,15.2,444,542,314,71,59,88,566,75,84,68,false
2023-08-29 21:49:32,2023-08-30 21:44:43,UTC-07:00,2023-08-29 21:49:32,2023-08-30 06:48:33,69,14.4,414,539,264,100,50,125,602,63,76,49,false
2023-08-28 23:08:27,2023-08-29 21:49:32,UTC-07:00,2023-08-28 23:08:27,2023-08-29 08:13:31,74,14.2,425,545,319,82,24,120,578,31,78,41,false
2023-08-25 23:27:10,2023-08-26 23:27:10,UTC-07:00,2023-08-25 23:27:10,2023-08-26 10:00:01,90,15.5,525,632,380,119,26,77,584,58,88,44,false
2023-08-24 21:47:59,2023-08-25 23:27:10,UTC-07:00,2023-08-24 21:47:59,2023-08-25 06:20:33,76,14.6,442,512,285,77,80,70,580,59,88,80,false
2023-08-23 22:13:08,2023-08-24 21:47:59,UTC-07:00,2023-08-23 22:13:08,2023-08-24 06:19:34,81,14.6,416,486,333,42,41,70,517,72,85,,false
2023-08-22 22:30:55,2023-08-23 22:13:08,UTC-07:00,2023-08-23 11:20:00,2023-08-23 13:20:00,14,14.8,84,120,62,22,0,36,601,72,75,,true
2023-08-22 22:30:55,2023-08-23 22:13:08,UTC-07:00,2023-08-22 22:30:55,2023-08-23 06:20:03,70,14.6,417,469,258,89,70,52,592,55,88,,false
2023-08-19 01:00:45,2023-08-20 01:00:45,UTC-07:00,2023-08-19 01:00:45,2023-08-19 09:21:35,77,14.3,425,500,314,90,21,75,556,67,85,69,false
2023-08-18 00:11:54,2023-08-19 01:00:45,UTC-07:00,2023-08-18 00:11:54,2023-08-18 08:17:21,72,14.5,393,484,203,74,116,91,549,63,81,79,false
2023-08-16 23:55:44,2023-08-18 00:11:54,UTC-07:00,2023-08-16 23:55:44,2023-08-17 07:20:21,74,14.1,372,444,293,36,43,72,500,12,83,78,false
2023-08-15 22:13:40,2023-08-16 23:55:44,UTC-07:00,2023-08-15 22:13:40,2023-08-16 08:18:06,95,14.2,478,604,314,102,62,126,505,16,82,67,false
2023-08-14 23:28:33,2023-08-15 22:13:40,UTC-07:00,2023-08-14 23:28:33,2023-08-15 08:20:17,93,14.1,459,531,275,91,93,72,494,6,87,83,false
2023-08-14 00:17:14,2023-08-14 23:28:33,UTC-07:00,2023-08-14 00:17:14,2023-08-14 10:06:39,98,14.3,484,589,343,95,46,105,494,6,88,87,false
2023-08-13 00:04:07,2023-08-14 00:17:14,UTC-07:00,2023-08-13 00:04:07,2023-08-13 09:40:33,98,14.2,477,576,338,67,72,98,486,0,83,88,false
2023-08-11 23:29:30,2023-08-13 00:04:07,UTC-07:00,2023-08-11 23:29:30,2023-08-12 09:31:46,100,14.2,507,601,347,67,93,94,72,9,84,,false
2023-08-10 13:20:14,2023-08-11 23:29:30,UTC-07:00,2023-08-11 00:20:14,2023-08-11 08:42:55,86,13.7,425,502,277,58,90,50,494,9,91,,true
2023-08-07 23:37:38,2023-08-08 23:37:38,UTC-07:00,2023-08-07 23:37:38,2023-08-08 08:47:30,97,13.9,481,549,262,68,151,68,498,9,87,90,false
2023-08-06 22:34:00,2023-08-07 23:37:38,UTC-07:00,2023-08-06 22:34:00,2023-08-07 08:59:25,97,14.2,493,625,381,65,47,132,507,18,81,88,false
2023-08-05 23:01:29,2023-08-06 22:34:00,UTC-07:00,2023-08-05 23:01:29,2023-08-06 09:00:39,94,14.0,478,599,340,66,72,121,509,21,87,88,false
2023-08-04 23:42:21,2023-08-05 23:01:29,UTC-07:00,2023-08-04 23:42:21,2023-08-05 09:12:25,93,13.7,484,570,279,78,127,86,518,28,85,80,false
2023-08-03 23:21:35,2023-08-04 23:42:21,UTC-07:00,2023-08-03 23:21:35,2023-08-04 08:31:56,91,13.7,481,550,368,66,47,69,528,37,87,81,false
2023-08-02 22:55:09,2023-08-03 23:21:35,UTC-07:00,2023-08-02 22:55:09,2023-08-03 08:44:50,88,14.7,449,589,270,101,78,140,508,6,81,77,false
2023-08-01 21:04:45,2023-08-02 22:55:09,UTC-07:00,2023-08-01 21:04:45,2023-08-02 08:57:29,98,13.8,503,712,340,92,71,209,512,0,73,,false
2023-07-31 21:50:05,2023-08-01 21:04:45,UTC-07:00,2023-07-31 21:50:05,2023-08-01 08:09:56,100,14.2,527,619,383,90,54,92,486,0,85,,false
2023-07-28 13:52:31,2023-07-29 13:52:31,UTC-07:00,2023-07-28 13:52:31,2023-07-29 02:34:21,100,,760,761,760,0,0,1,488,0,99,12,false
2023-07-27 20:34:23,2023-07-28 13:52:31,UTC-07:00,2023-07-27 20:34:23,2023-07-28 10:27:29,100,,804,833,804,0,0,29,263,90,96,18,false
2023-07-26 22:07:36,2023-07-27 20:34:23,UTC-07:00,2023-07-27 11:04:09,2023-07-27 16:20:25,55,,316,316,316,0,0,0,579,90,100,,true
2023-07-26 22:07:36,2023-07-27 20:34:23,UTC-07:00,2023-07-26 22:07:36,2023-07-27 06:41:20,71,14.5,377,513,226,53,98,136,528,90,77,49,false
2023-07-25 23:25:49,2023-07-26 22:07:36,UTC-07:00,2023-07-26 13:07:00,2023-07-26 14:24:00,11,15.1,65,77,65,0,0,12,593,90,85,,true
2023-07-25 23:25:49,2023-07-26 22:07:36,UTC-07:00,2023-07-25 23:25:49,2023-07-26 06:40:05,71,14.4,369,434,303,55,11,65,517,90,85,47,false
2023-07-24 21:15:49,2023-07-25 23:25:49,UTC-07:00,2023-07-25 09:55:00,2023-07-25 11:55:00,12,14.4,70,120,34,13,23,50,584,90,87,,true
2023-07-24 21:15:49,2023-07-25 23:25:49,UTC-07:00,2023-07-24 21:15:49,2023-07-25 05:39:51,71,14.6,411,504,272,75,64,93,582,75,85,50,false
2023-07-24 00:30:45,2023-07-24 21:15:49,UTC-07:00,2023-07-24 00:30:45,2023-07-24 08:42:23,69,13.9,376,491,194,77,105,115,544,56,76,53,false
2023-07-22 23:22:23,2023-07-24 00:30:45,UTC-07:00,2023-07-22 23:22:23,2023-07-23 09:33:49,82,14.0,480,611,253,91,136,131,587,80,78,52,false
2023-07-21 23:02:17,2023-07-22 23:22:23,UTC-07:00,2023-07-21 23:02:17,2023-07-22 06:19:47,67,14.4,366,437,218,30,118,71,549,114,83,46,false
2023-07-20 22:47:12,2023-07-21 23:02:17,UTC-07:00,2023-07-21 09:05:00,2023-07-21 11:43:00,14,15.6,90,158,67,5,18,68,636,114,61,,true
2023-07-20 22:47:12,2023-07-21 23:02:17,UTC-07:00,2023-07-20 22:47:12,2023-07-21 04:49:37,53,14.3,291,360,126,67,98,69,554,59,84,65,false
2023-07-19 21:38:51,2023-07-20 22:47:12,UTC-07:00,2023-07-19 21:38:51,2023-07-20 07:08:32,81,14.5,479,569,326,48,105,90,595,84,84,54,false
2023-07-18 23:08:25,2023-07-19 21:38:51,UTC-07:00,2023-07-18 23:08:25,2023-07-19 09:17:57,73,13.9,448,609,280,84,84,161,612,99,74,48,false
2023-07-17 21:30:50,2023-07-18 23:08:25,UTC-07:00,2023-07-17 21:30:50,2023-07-18 04:50:35,59,15.4,346,439,142,50,154,93,590,87,80,32,false
2023-07-17 01:22:29,2023-07-17 21:30:50,UTC-07:00,2023-07-17 01:22:29,2023-07-17 08:54:25,64,14.4,324,451,162,49,113,127,509,92,75,37,false
2023-07-15 23:00:00,2023-07-17 01:22:29,UTC-07:00,2023-07-16 11:50:00,2023-07-16 13:13:00,13,16.1,73,83,65,0,8,8,581,92,96,,true
2023-07-15 23:00:00,2023-07-17 01:22:29,UTC-07:00,2023-07-15 23:00:00,2023-07-16 06:28:00,62,14.4,326,448,190,63,73,122,528,72,74,47,false
2023-07-14 18:11:06,2023-07-15 23:00:00,UTC-07:00,2023-07-15 11:00:00,2023-07-15 12:44:00,10,14.6,59,104,20,14,25,45,583,72,75,,true
2023-07-13 21:07:43,2023-07-14 18:11:06,UTC-07:00,2023-07-13 21:07:43,2023-07-14 05:29:55,70,14.4,383,502,281,55,47,119,545,53,80,58,false
2023-07-12 23:05:01,2023-07-13 21:07:43,UTC-07:00,2023-07-12 23:05:01,2023-07-13 09:14:27,83,14.1,474,609,298,82,94,135,574,68,77,62,false
2023-07-11 23:05:34,2023-07-12 23:05:01,UTC-07:00,2023-07-11 23:05:34,2023-07-12 08:26:45,72,14.2,422,561,258,71,93,139,583,68,78,49,false
2023-07-10 21:45:22,2023-07-11 23:05:34,UTC-07:00,2023-07-10 21:45:22,2023-07-11 05:50:07,78,14.3,400,484,211,59,130,84,512,72,84,51,false
2023-07-09 21:49:28,2023-07-10 21:45:22,UTC-07:00,2023-07-10 08:58:31,2023-07-10 10:30:58,13,14.1,78,92,56,0,22,14,588,72,90,,true
2023-07-09 21:49:28,2023-07-10 21:45:22,UTC-07:00,2023-07-09 21:49:28,2023-07-10 04:49:05,70,14.7,376,420,170,73,133,44,540,49,89,40,false
2023-07-08 23:00:02,2023-07-09 21:49:28,UTC-07:00,2023-07-08 23:00:02,2023-07-09 09:00:59,84,14.8,449,600,371,49,29,151,533,81,80,34,false
2023-07-07 20:45:18,2023-07-08 23:00:02,UTC-07:00,2023-07-08 10:06:00,2023-07-08 12:06:00,11,15.6,66,120,66,0,0,54,595,81,88,,true
2023-07-07 20:45:18,2023-07-08 23:00:02,UTC-07:00,2023-07-07 20:45:18,2023-07-08 06:20:38,74,14.6,420,575,328,34,58,155,567,126,76,,false
2023-07-06 20:37:24,2023-07-07 20:45:18,UTC-07:00,2023-07-07 09:45:00,2023-07-07 12:20:00,15,14.4,96,155,65,15,16,59,643,126,78,,true
2023-07-06 20:37:24,2023-07-07 20:45:18,UTC-07:00,2023-07-06 20:37:24,2023-07-07 04:50:25,48,13.8,301,493,137,64,100,192,631,82,68,,false
2023-07-05 20:36:24,2023-07-06 20:37:24,UTC-07:00,2023-07-05 20:36:24,2023-07-06 04:50:04,66,15.1,367,493,261,45,61,126,557,41,78,,false
2023-06-25 23:16:58,2023-06-26 23:16:58,UTC-07:00,2023-06-25 23:16:58,2023-06-26 08:40:44,83,13.5,424,563,263,72,89,139,507,0,77,72,false
2023-06-24 21:50:00,2023-06-25 23:16:58,UTC-07:00,2023-06-24 21:50:00,2023-06-25 09:05:20,100,14.2,539,675,338,71,130,135,504,3,80,78,false
2023-06-23 21:30:13,2023-06-24 21:50:00,UTC-07:00,2023-06-23 21:30:13,2023-06-24 08:40:19,99,13.9,511,670,246,61,204,159,518,18,79,67,false
2023-06-22 21:40:06,2023-06-23 21:30:13,UTC-07:00,2023-06-22 21:40:06,2023-06-23 08:50:09,94,14.5,529,670,317,94,118,141,561,115,83,55,false
2023-06-21 21:05:37,2023-06-22 21:40:06,UTC-07:00,2023-06-22 08:13:00,2023-06-22 10:10:00,14,15.3,88,117,70,8,10,29,635,115,75,,true
2023-06-21 21:05:37,2023-06-22 21:40:06,UTC-07:00,2023-06-21 21:05:37,2023-06-22 04:45:36,63,14.7,370,456,245,58,67,86,586,56,83,47,false
2023-06-20 22:00:00,2023-06-21 21:05:37,UTC-07:00,2023-06-20 22:00:00,2023-06-21 09:10:50,82,14.8,467,670,304,109,54,203,567,131,71,35,false
2023-06-19 20:30:53,2023-06-20 22:00:00,UTC-07:00,2023-06-20 08:40:00,2023-06-20 11:10:00,17,15.8,112,150,98,14,0,38,655,131,79,,true
2023-06-19 20:30:53,2023-06-20 22:00:00,UTC-07:00,2023-06-19 20:30:53,2023-06-20 04:34:52,58,14.4,376,483,176,62,138,107,644,100,77,69,false
2023-06-18 21:08:14,2023-06-19 20:30:53,UTC-07:00,2023-06-18 21:08:14,2023-06-19 05:35:20,68,14.4,437,507,271,84,82,70,640,145,86,63,false
2023-06-17 23:30:18,2023-06-18 21:08:14,UTC-07:00,2023-06-17 23:30:18,2023-06-18 05:29:32,40,14.3,255,359,130,59,66,104,643,111,75,72,false
2023-06-16 23:29:39,2023-06-17 23:30:18,UTC-07:00,2023-06-16 23:29:39,2023-06-17 06:15:51,54,14.2,344,406,203,64,77,62,634,103,84,60,false
2023-06-15 22:30:41,2023-06-16 23:29:39,UTC-07:00,2023-06-15 22:30:41,2023-06-16 06:30:45,67,14.1,368,480,207,57,104,112,552,136,79,46,false
2023-06-14 21:36:00,2023-06-15 22:30:41,UTC-07:00,2023-06-15 08:30:00,2023-06-15 11:30:00,20,14.9,126,180,85,6,35,54,631,136,77,,true
2023-06-14 21:36:00,2023-06-15 22:30:41,UTC-07:00,2023-06-14 21:36:00,2023-06-15 04:35:00,44,14.4,290,419,198,52,40,129,661,121,72,80,false
2023-06-13 21:53:53,2023-06-14 21:36:00,UTC-07:00,2023-06-13 21:53:53,2023-06-14 06:50:51,61,14.4,404,536,301,57,46,132,664,112,78,76,false
2023-06-12 21:00:45,2023-06-13 21:53:53,UTC-07:00,2023-06-12 21:00:45,2023-06-13 04:35:20,64,14.1,395,454,289,50,56,59,616,84,88,77,false
2023-06-11 21:33:45,2023-06-12 21:00:45,UTC-07:00,2023-06-11 21:33:45,2023-06-12 06:50:21,73,14.2,439,556,238,81,120,117,605,115,83,72,false
2023-06-10 23:00:11,2023-06-11 21:33:45,UTC-07:00,2023-06-10 23:00:11,2023-06-11 08:00:52,63,14.2,419,540,260,70,89,121,666,121,79,66,false
2023-06-09 21:20:15,2023-06-10 23:00:11,UTC-07:00,2023-06-09 21:20:15,2023-06-10 06:15:31,61,14.1,382,535,218,59,105,153,624,136,73,76,false
2023-06-08 22:50:07,2023-06-09 21:20:15,UTC-07:00,2023-06-08 22:50:07,2023-06-09 06:50:59,44,14.1,296,480,186,50,60,184,672,114,64,56,false
2023-06-07 21:39:00,2023-06-08 22:50:07,UTC-07:00,2023-06-07 21:39:00,2023-06-08 04:35:00,53,14.1,321,416,169,68,84,95,605,87,82,53,false
2023-06-06 21:10:15,2023-06-07 21:39:00,UTC-07:00,2023-06-06 21:10:15,2023-06-07 06:50:29,72,14.5,452,580,288,61,103,128,632,90,79,40,false
2023-06-05 20:45:00,2023-06-06 21:10:15,UTC-07:00,2023-06-05 20:45:00,2023-06-06 06:57:00,71,14.2,453,612,243,95,115,159,638,199,75,25,false
2023-06-05 13:35:00,2023-06-05 20:45:00,UTC-07:00,2023-06-05 17:22:00,2023-06-05 18:33:00,7,13.9,50,71,30,9,11,21,688,199,70,,true
2023-06-05 13:35:00,2023-06-05 20:45:00,UTC-07:00,2023-06-05 13:35:00,2023-06-05 16:30:00,18,14.3,94,175,56,11,27,81,531,80,55,17,false
2023-06-03 22:30:01,2023-06-05 13:35:00,UTC-07:00,2023-06-04 13:36:00,2023-06-04 15:03:00,9,14.9,51,87,51,0,0,36,582,80,64,,true
2023-06-03 22:30:01,2023-06-05 13:35:00,UTC-07:00,2023-06-03 22:30:01,2023-06-04 07:30:33,67,14.5,340,540,176,74,90,200,507,78,68,68,false
2023-06-02 22:35:32,2023-06-03 22:30:01,UTC-07:00,2023-06-03 13:30:00,2023-06-03 15:20:00,15,14.8,86,110,70,11,5,24,582,78,91,,true
2023-06-02 22:35:32,2023-06-03 22:30:01,UTC-07:00,2023-06-02 22:35:32,2023-06-03 07:25:59,75,13.9,450,530,338,48,64,80,601,87,85,76,false
2023-06-01 23:23:14,2023-06-02 22:35:32,UTC-07:00,2023-06-01 23:23:14,2023-06-02 07:26:41,64,14.5,365,483,228,72,65,118,574,84,80,58,false
2023-05-31 21:05:44,2023-06-01 23:23:14,UTC-07:00,2023-05-31 21:05:44,2023-06-01 06:45:07,73,14.4,443,579,263,96,84,136,608,93,82,74,false
2023-05-30 21:27:24,2023-05-31 21:05:44,UTC-07:00,2023-05-30 21:27:24,2023-05-31 06:50:40,70,14.2,403,563,235,77,91,160,573,114,78,59,false
2023-05-29 21:16:05,2023-05-30 21:27:24,UTC-07:00,2023-05-30 15:02:00,2023-05-30 16:30:00,10,13.5,62,88,41,13,8,26,635,114,92,,true
2023-05-29 21:16:05,2023-05-30 21:27:24,UTC-07:00,2023-05-29 21:16:05,2023-05-30 04:35:43,53,14.3,319,439,212,55,52,120,604,78,73,71,false
2023-05-28 21:13:10,2023-05-29 21:16:05,UTC-07:00,2023-05-28 21:13:10,2023-05-29 05:37:43,75,14.3,428,504,190,97,141,76,574,84,86,59,false
2023-05-27 23:01:43,2023-05-28 21:13:10,UTC-07:00,2023-05-27 23:01:43,2023-05-28 08:29:22,73,13.8,470,565,247,81,142,95,647,112,83,56,false
2023-05-26 22:07:09,2023-05-27 23:01:43,UTC-07:00,2023-05-26 22:07:09,2023-05-27 06:15:25,64,13.8,401,488,247,52,102,87,628,109,82,67,false
2023-05-24 20:40:25,2023-05-25 22:48:00,UTC-07:00,2023-05-24 20:40:25,2023-05-25 04:35:01,55,13.8,347,474,260,53,34,127,631,112,81,67,false
2023-05-23 20:45:21,2023-05-24 20:40:25,UTC-07:00,2023-05-23 20:45:21,2023-05-24 06:50:06,64,14.0,419,604,263,66,90,185,651,103,72,55,false
2023-05-22 20:15:29,2023-05-23 20:45:21,UTC-07:00,2023-05-22 20:15:29,2023-05-23 04:35:11,67,13.8,390,499,237,52,101,109,580,65,79,47,false
2023-05-21 20:09:14,2023-05-22 20:15:29,UTC-07:00,2023-05-21 20:09:14,2023-05-22 06:50:31,79,14.2,518,641,265,127,126,123,659,170,83,26,false
2023-05-21 06:10:00,2023-05-21 20:09:14,UTC-07:00,2023-05-21 06:10:00,2023-05-21 10:20:00,30,13.8,194,250,158,28,8,56,644,114,81,12,false
2023-05-19 21:45:26,2023-05-21 06:10:00,UTC-07:00,2023-05-19 21:45:26,2023-05-20 06:50:57,53,14.3,345,545,240,79,26,200,647,121,63,79,false
2023-05-18 22:15:00,2023-05-19 21:45:26,UTC-07:00,2023-05-18 22:15:00,2023-05-19 06:50:00,50,14.2,321,515,196,75,50,194,647,102,68,67,false
2023-05-17 20:30:00,2023-05-18 22:15:00,UTC-07:00,2023-05-17 20:30:00,2023-05-18 04:35:00,58,14.2,364,485,266,61,37,121,633,94,76,73,false
2023-05-16 20:50:17,2023-05-17 20:30:00,UTC-07:00,2023-05-16 20:50:17,2023-05-17 06:46:33,61,13.9,400,596,265,75,60,196,651,92,68,68,false
2023-05-15 20:56:16,2023-05-16 20:50:17,UTC-07:00,2023-05-15 20:56:16,2023-05-16 04:34:20,62,14.1,400,458,353,40,7,58,646,109,87,65,false
2023-05-14 22:15:40,2023-05-15 20:56:16,UTC-07:00,2023-05-14 22:15:40,2023-05-15 06:50:36,65,13.7,390,514,205,89,96,124,600,104,81,64,false
2023-05-13 23:00:44,2023-05-14 22:15:40,UTC-07:00,2023-05-13 23:00:44,2023-05-14 08:13:07,57,14.2,345,552,187,87,71,207,601,119,67,46,false
2023-05-12 22:00:00,2023-05-13 23:00:44,UTC-07:00,2023-05-13 10:50:00,2023-05-13 12:50:00,10,15.4,64,120,45,7,12,56,653,119,63,,true
2023-05-12 22:00:00,2023-05-13 23:00:44,UTC-07:00,2023-05-12 22:00:00,2023-05-13 06:15:00,51,14.4,326,495,192,58,76,169,633,109,69,75,false
2023-05-11 22:45:00,2023-05-12 22:00:00,UTC-07:00,2023-05-11 22:45:00,2023-05-12 06:35:00,55,14.3,359,470,233,50,76,111,657,97,83,61,false
2023-05-10 20:27:26,2023-05-11 22:45:00,UTC-07:00,2023-05-10 20:27:26,2023-05-11 04:35:33,60,14.8,364,488,206,61,97,124,603,85,78,73,false
2023-05-09 20:45:02,2023-05-10 20:27:26,UTC-07:00,2023-05-09 20:45:02,2023-05-10 06:50:45,65,14.5,402,605,243,58,101,203,622,75,68,64,false
2023-05-08 20:24:42,2023-05-09 20:45:02,UTC-07:00,2023-05-08 20:24:42,2023-05-09 04:34:13,69,14.7,388,489,207,51,130,101,564,75,79,58,false
2023-05-07 22:36:03,2023-05-08 20:24:42,UTC-07:00,2023-05-07 22:36:03,2023-05-08 06:50:01,69,14.2,363,493,186,77,100,130,526,37,73,59,false
2023-05-06 22:45:30,2023-05-07 22:36:03,UTC-07:00,2023-05-06 22:45:30,2023-05-07 09:11:23,88,14.6,495,625,241,84,170,130,561,96,80,46,false
2023-05-05 22:29:02,2023-05-06 22:45:30,UTC-07:00,2023-05-06 13:20:00,2023-05-06 14:30:00,8,14.3,49,70,32,3,14,21,586,96,99,,true
2023-05-05 22:29:02,2023-05-06 22:45:30,UTC-07:00,2023-05-05 22:29:02,2023-05-06 07:00:01,69,14.1,388,510,234,59,95,122,562,90,77,61,false
2023-05-04 21:45:27,2023-05-05 22:29:02,UTC-07:00,2023-05-05 15:46:34,2023-05-05 16:53:24,10,14.9,59,66,28,17,14,7,579,90,91,,true
2023-05-04 21:45:27,2023-05-05 22:29:02,UTC-07:00,2023-05-04 21:45:27,2023-05-05 06:35:43,63,15.0,391,530,261,71,59,139,620,92,75,72,false
2023-05-03 20:37:26,2023-05-04 21:45:27,UTC-07:00,2023-05-03 20:37:26,2023-05-04 04:35:34,62,13.8,394,478,253,20,121,84,633,99,83,76,false
2023-05-02 21:12:00,2023-05-03 20:37:26,UTC-07:00,2023-05-02 21:12:00,2023-05-03 06:50:00,59,14.3,372,578,203,84,85,206,633,75,71,72,false
2023-05-01 20:15:35,2023-05-02 21:12:00,UTC-07:00,2023-05-01 20:15:35,2023-05-02 04:35:31,69,14.3,425,499,304,58,63,74,612,65,88,70,false
2023-04-30 21:23:47,2023-05-01 20:15:35,UTC-07:00,2023-04-30 21:23:47,2023-05-01 06:50:03,79,14.0,459,566,238,80,141,107,583,93,82,65,false
2023-04-29 22:44:20,2023-04-30 21:23:47,UTC-07:00,2023-04-29 22:44:20,2023-04-30 08:08:43,70,14.4,413,564,340,38,35,151,592,87,73,50,false
2023-04-28 19:45:49,2023-04-29 22:44:20,UTC-07:00,2023-04-29 14:03:00,2023-04-29 15:00:00,6,15.5,38,57,12,19,7,19,630,87,92,,true
2023-04-28 19:45:49,2023-04-29 22:44:20,UTC-07:00,2023-04-28 19:45:49,2023-04-29 06:15:53,64,14.4,404,630,286,56,62,226,629,111,66,68,false
2023-04-27 21:44:24,2023-04-28 19:45:49,UTC-07:00,2023-04-27 21:44:24,2023-04-28 06:46:18,54,14.8,347,541,227,46,74,194,641,80,69,69,false
2023-04-26 20:30:55,2023-04-27 21:44:24,UTC-07:00,2023-04-26 20:30:55,2023-04-27 04:35:39,67,14.2,401,484,308,55,38,83,601,75,83,65,false
2023-04-25 21:10:48,2023-04-26 20:30:55,UTC-07:00,2023-04-25 21:10:48,2023-04-26 08:07:51,69,14.6,450,657,298,59,93,207,651,90,69,67,false
2023-04-24 21:35:26,2023-04-25 21:10:48,UTC-07:00,2023-04-24 21:35:26,2023-04-25 04:34:58,71,14.1,370,419,253,48,69,49,522,31,88,68,false
2023-04-23 21:12:47,2023-04-24 21:35:26,UTC-07:00,2023-04-23 21:12:47,2023-04-24 06:50:19,90,14.2,507,577,229,77,201,70,563,68,90,55,false
2023-04-22 22:36:53,2023-04-23 21:12:47,UTC-07:00,2023-04-22 22:36:53,2023-04-23 08:26:02,78,14.5,463,589,313,57,93,126,591,87,82,39,false
2023-04-21 21:00:00,2023-04-22 22:36:53,UTC-07:00,2023-04-22 14:42:00,2023-04-22 15:50:00,5,15.5,33,68,15,12,6,35,624,87,69,,true
2023-04-21 21:00:00,2023-04-22 22:36:53,UTC-07:00,2023-04-21 21:00:00,2023-04-22 06:15:00,64,14.6,368,555,202,59,107,187,573,121,69,56,false
2023-04-20 21:46:27,2023-04-21 21:00:00,UTC-07:00,2023-04-21 15:52:00,2023-04-21 17:55:00,10,14.6,64,123,43,5,16,59,637,121,70,,true
2023-04-20 21:46:27,2023-04-21 21:00:00,UTC-07:00,2023-04-20 21:46:27,2023-04-21 04:32:54,50,14.3,330,406,267,26,37,76,660,99,84,69,false
