Cycle start time,Cycle end time,Cycle timezone,Workout start time,Workout end time,Duration (min),Activity name,Activity Strain,Energy burned (cal),Max HR (bpm),Average HR (bpm),HR Zone 1 %,HR Zone 2 %,HR Zone 3 %,HR Zone 4 %,HR Zone 5 %,GPS enabled
2023-04-27 21:44:24,2023-04-28 19:45:49,UTC-07:00,2023-04-28 15:00:15,2023-04-28 17:05:50,125,Swimming,13.9,849.0,171,119,18,30,26,12,0,false
2023-04-26 20:30:55,2023-04-27 21:44:24,UTC-07:00,2023-04-27 17:15:36,2023-04-27 18:18:55,63,Ultimate Frisbee,14.0,575.0,180,132,20,23,10,29,12,false
2023-04-26 20:30:55,2023-04-27 21:44:24,UTC-07:00,2023-04-27 15:02:00,2023-04-27 17:02:24,120,Swimming,16.1,1090.0,175,132,17,16,45,18,2,false
2023-04-26 20:30:55,2023-04-27 21:44:24,UTC-07:00,2023-04-27 05:15:26,2023-04-27 06:54:08,98,Swimming,15.2,943.0,182,134,11,17,48,21,2,false
2023-04-25 21:10:48,2023-04-26 20:30:55,UTC-07:00,2023-04-26 19:45:17,2023-04-26 20:00:39,15,Strength Trainer,4.3,40.0,140,88,23,21,3,0,0,false
2023-04-25 21:10:48,2023-04-26 20:30:55,UTC-07:00,2023-04-26 15:00:36,2023-04-26 17:03:06,122,Swimming,14.7,947.0,179,124,22,25,34,15,0,false
2023-04-24 21:35:26,2023-04-25 21:10:48,UTC-07:00,2023-04-25 17:29:08,2023-04-25 18:07:31,38,Strength Trainer,14.1,258.0,153,119,16,55,27,0,0,false
2023-04-24 21:35:26,2023-04-25 21:10:48,UTC-07:00,2023-04-25 15:00:21,2023-04-25 17:06:21,126,Swimming,15.3,1066.0,181,128,11,21,47,14,1,false
2023-04-24 21:35:26,2023-04-25 21:10:48,UTC-07:00,2023-04-25 05:15:32,2023-04-25 06:53:30,97,Swimming,16.4,1036.0,182,140,11,11,35,38,5,false
2023-04-22 22:36:53,2023-04-23 21:12:47,UTC-07:00,2023-04-23 09:21:46,2023-04-23 10:56:53,95,Weightlifting,7.2,303.0,140,97,55,12,2,0,0,false
2023-04-21 21:00:00,2023-04-22 22:36:53,UTC-07:00,2023-04-22 08:47:20,2023-04-22 09:42:25,55,Weightlifting,8.6,365.0,150,118,21,65,14,0,0,false
2023-04-21 21:00:00,2023-04-22 22:36:53,UTC-07:00,2023-04-22 07:00:01,2023-04-22 08:32:36,92,Swimming,15.5,911.0,177,135,12,21,35,30,1,false
2023-04-20 21:46:27,2023-04-21 21:00:00,UTC-07:00,2023-04-21 05:15:59,2023-04-21 06:52:31,96,Swimming,13.0,664.0,177,119,26,32,22,12,0,false
2023-04-19 20:30:16,2023-04-20 21:46:27,UTC-07:00,2023-04-20 17:22:25,2023-04-20 18:07:53,45,Weightlifting,7.5,273.0,144,116,34,51,15,0,0,false
2023-04-19 20:30:16,2023-04-20 21:46:27,UTC-07:00,2023-04-20 15:00:08,2023-04-20 17:04:30,124,Swimming,16.8,1163.0,182,133,14,17,41,19,7,false
2023-04-19 20:30:16,2023-04-20 21:46:27,UTC-07:00,2023-04-20 05:15:33,2023-04-20 07:02:16,106,Swimming,16.3,1038.0,180,135,10,25,26,31,6,false
2023-04-18 21:10:53,2023-04-19 20:30:16,UTC-07:00,2023-04-19 19:16:00,2023-04-19 20:30:00,74,Weightlifting,4.5,123.0,134,76,16,5,0,0,0,false
2023-04-18 21:10:53,2023-04-19 20:30:16,UTC-07:00,2023-04-19 15:00:23,2023-04-19 17:06:20,125,Swimming,16.4,1179.0,183,133,8,26,38,23,3,false
2023-04-17 20:23:31,2023-04-18 21:10:53,UTC-07:00,2023-04-18 17:20:08,2023-04-18 18:16:57,56,Weightlifting,6.7,234.0,156,104,50,29,5,0,0,false
2023-04-17 20:23:31,2023-04-18 21:10:53,UTC-07:00,2023-04-18 15:01:30,2023-04-18 17:02:31,121,Swimming,15.2,957.0,185,125,21,34,27,8,6,false
2023-04-17 20:23:31,2023-04-18 21:10:53,UTC-07:00,2023-04-18 05:17:46,2023-04-18 06:56:29,98,Swimming,16.2,1059.0,181,140,4,14,44,35,3,false
2023-04-16 21:11:58,2023-04-17 20:23:31,UTC-07:00,2023-04-17 15:00:40,2023-04-17 17:02:55,122,Swimming,17.4,1253.0,184,138,10,17,31,38,3,false
2023-04-15 23:13:02,2023-04-16 21:11:58,UTC-07:00,2023-04-16 10:10:18,2023-04-16 11:12:51,62,Weightlifting,6.9,257.0,140,104,51,31,2,0,0,false
2023-04-14 21:44:34,2023-04-15 23:13:02,UTC-07:00,2023-04-15 09:22:22,2023-04-15 10:12:19,49,Weightlifting,8.0,293.0,162,115,33,51,9,4,0,false
2023-04-14 21:44:34,2023-04-15 23:13:02,UTC-07:00,2023-04-15 07:00:31,2023-04-15 09:02:39,122,Swimming,14.0,867.0,178,121,26,33,19,16,0,false
2023-04-13 23:15:00,2023-04-14 21:44:34,UTC-07:00,2023-04-14 15:00:26,2023-04-14 17:02:44,122,Swimming,14.2,889.0,168,122,23,32,28,13,0,false
2023-04-12 20:30:27,2023-04-13 23:15:00,UTC-07:00,2023-04-13 17:17:53,2023-04-13 18:06:52,48,Weightlifting,5.8,158.0,131,100,63,21,0,0,0,false
2023-04-12 20:30:27,2023-04-13 23:15:00,UTC-07:00,2023-04-13 15:02:30,2023-04-13 17:02:31,120,Swimming,13.2,763.0,178,117,17,38,21,9,0,false
2023-04-12 20:30:27,2023-04-13 23:15:00,UTC-07:00,2023-04-13 05:17:06,2023-04-13 06:52:03,94,Swimming,16.0,924.0,186,139,10,18,21,39,10,false
2023-04-11 20:36:40,2023-04-12 20:30:27,UTC-07:00,2023-04-12 15:00:23,2023-04-12 17:03:05,122,Swimming,13.6,796.0,173,124,19,38,22,17,0,false
2023-04-10 20:24:47,2023-04-11 20:36:40,UTC-07:00,2023-04-11 17:12:55,2023-04-11 18:11:45,58,Weightlifting,9.0,367.0,163,117,27,50,18,3,0,false
2023-04-10 20:24:47,2023-04-11 20:36:40,UTC-07:00,2023-04-11 15:00:00,2023-04-11 17:01:00,121,Swimming,14.0,925.0,164,125,14,28,47,8,0,false
2023-04-10 20:24:47,2023-04-11 20:36:40,UTC-07:00,2023-04-11 05:16:06,2023-04-11 06:52:17,96,Swimming,16.3,1011.0,188,140,3,24,29,36,7,false
2023-04-09 20:51:03,2023-04-10 20:24:47,UTC-07:00,2023-04-10 15:00:54,2023-04-10 17:02:43,121,Swimming,14.8,972.0,177,125,19,34,28,14,1,false
2023-04-08 22:50:05,2023-04-09 20:51:03,UTC-07:00,2023-04-09 14:55:50,2023-04-09 16:23:31,87,Weightlifting,5.4,183.0,135,90,40,7,0,0,0,false
2023-04-07 20:37:19,2023-04-08 22:50:05,UTC-07:00,2023-04-08 09:22:42,2023-04-08 10:02:45,40,Weightlifting,6.9,218.0,158,114,35,48,14,1,0,false
2023-04-07 20:37:19,2023-04-08 22:50:05,UTC-07:00,2023-04-08 07:01:50,2023-04-08 09:04:22,122,Swimming,17.7,1266.0,186,139,8,17,28,35,10,false
2023-04-06 21:13:00,2023-04-07 20:37:19,UTC-07:00,2023-04-07 14:58:12,2023-04-07 17:02:57,124,Swimming,15.7,1117.0,174,132,7,23,49,19,0,false
2023-04-05 21:13:24,2023-04-06 21:13:00,UTC-07:00,2023-04-06 17:18:36,2023-04-06 18:09:20,50,Weightlifting,8.6,325.0,168,118,24,60,10,5,0,false
2023-04-05 21:13:24,2023-04-06 21:13:00,UTC-07:00,2023-04-06 15:01:19,2023-04-06 17:01:40,120,Swimming,15.5,1057.0,172,130,11,24,36,25,0,false
2023-04-03 21:11:09,2023-04-04 21:33:00,UTC-07:00,2023-04-04 17:21:51,2023-04-04 18:05:52,44,Weightlifting,8.3,314.0,156,121,15,51,32,2,0,false
2023-04-03 21:11:09,2023-04-04 21:33:00,UTC-07:00,2023-04-04 15:02:25,2023-04-04 17:02:21,119,Swimming,16.4,1150.0,183,134,10,24,40,20,6,false
2023-04-03 21:11:09,2023-04-04 21:33:00,UTC-07:00,2023-04-04 05:19:37,2023-04-04 06:50:19,90,Swimming,16.5,1036.0,184,144,3,8,36,45,7,false
2023-04-02 21:13:07,2023-04-03 21:11:09,UTC-07:00,2023-04-03 19:38:04,2023-04-03 19:43:30,5,Running,5.9,62.0,179,144,12,11,23,29,25,false
2023-04-02 21:13:07,2023-04-03 21:11:09,UTC-07:00,2023-04-03 18:02:48,2023-04-03 19:35:56,93,Weightlifting,8.8,426.0,143,106,48,37,2,0,0,false
2023-04-02 21:13:07,2023-04-03 21:11:09,UTC-07:00,2023-04-03 15:00:51,2023-04-03 17:00:37,119,Swimming,18.9,1445.0,187,148,5,11,19,49,14,false
2023-03-26 23:19:28,2023-03-27 22:30:48,UTC-07:00,2023-03-27 15:03:20,2023-03-27 16:45:55,102,Swimming,13.1,759.0,165,123,17,32,40,7,0,false
2023-03-24 20:07:59,2023-03-25 23:00:24,UTC-07:00,2023-03-25 07:08:34,2023-03-25 09:02:30,113,Activity,12.0,661.0,162,114,30,35,21,4,0,false
2023-03-23 22:25:05,2023-03-24 20:07:59,UTC-07:00,2023-03-24 15:34:02,2023-03-24 17:01:31,87,Swimming,11.0,488.0,173,114,25,21,29,6,0,false
2023-03-22 21:32:19,2023-03-23 22:25:05,UTC-07:00,2023-03-23 15:03:08,2023-03-23 17:02:53,119,Swimming,11.4,601.0,165,111,30,24,23,3,0,false
2023-03-21 21:45:05,2023-03-22 21:32:19,UTC-07:00,2023-03-22 17:16:14,2023-03-22 18:16:27,60,Other,4.6,96.0,118,93,51,0,0,0,0,false
2023-03-21 21:45:05,2023-03-22 21:32:19,UTC-07:00,2023-03-22 14:59:23,2023-03-22 17:05:07,125,Swimming,13.3,682.0,179,114,34,22,14,10,3,false
2023-03-20 21:15:46,2023-03-21 21:45:05,UTC-07:00,2023-03-21 14:54:58,2023-03-21 17:02:00,127,Swimming,15.0,999.0,172,128,15,20,38,21,0,false
2023-03-19 21:30:04,2023-03-20 21:15:46,UTC-07:00,2023-03-20 17:26:57,2023-03-20 18:08:23,41,Other,4.6,80.0,119,99,82,5,0,0,0,false
2023-03-19 21:30:04,2023-03-20 21:15:46,UTC-07:00,2023-03-20 15:00:47,2023-03-20 17:00:49,120,Swimming,14.1,873.0,175,126,15,27,35,17,1,false
2023-03-17 21:10:54,2023-03-18 21:22:23,UTC-07:00,2023-03-18 09:24:20,2023-03-18 10:23:04,58,Other,10.2,394.0,185,122,29,40,18,10,2,false
2023-03-17 21:10:54,2023-03-18 21:22:23,UTC-07:00,2023-03-18 07:05:26,2023-03-18 09:04:02,118,Swimming,14.4,882.0,179,125,21,31,24,19,0,false
2023-03-16 22:37:29,2023-03-17 21:10:54,UTC-07:00,2023-03-17 05:26:00,2023-03-17 07:03:00,97,Swimming,10.1,501.0,161,113,35,42,16,2,0,false
2023-03-15 21:30:07,2023-03-16 22:37:29,UTC-07:00,2023-03-16 15:00:00,2023-03-16 17:04:00,124,Swimming,11.9,665.0,163,115,32,29,26,3,0,false
2023-03-14 22:16:48,2023-03-15 21:30:07,UTC-07:00,2023-03-15 17:22:08,2023-03-15 18:32:13,70,Other,8.7,378.0,156,114,30,49,16,1,0,false
2023-03-14 22:16:48,2023-03-15 21:30:07,UTC-07:00,2023-03-15 14:56:43,2023-03-15 17:03:40,126,Swimming,13.5,756.0,179,117,37,25,15,12,1,false
2023-03-13 22:19:40,2023-03-14 22:16:48,UTC-07:00,2023-03-14 15:06:36,2023-03-14 16:56:37,110,Swimming,13.1,760.0,170,121,29,33,26,9,0,false
2023-03-07 21:00:21,2023-03-08 20:30:53,UTC-08:00,2023-03-08 16:36:00,2023-03-08 17:26:00,50,Swimming,7.2,248.0,153,110,41,32,16,0,0,false
2023-03-06 21:00:41,2023-03-07 21:00:21,UTC-08:00,2023-03-07 15:01:44,2023-03-07 16:29:42,87,Swimming,7.4,293.0,149,100,61,17,3,0,0,false
2023-03-05 20:45:12,2023-03-06 21:00:41,UTC-08:00,2023-03-06 14:58:39,2023-03-06 16:44:50,106,Swimming,8.7,411.0,149,104,54,22,8,0,0,false
2023-03-03 21:05:30,2023-03-04 23:20:06,UTC-08:00,2023-03-04 07:07:29,2023-03-04 09:00:00,112,Swimming,8.6,413.0,159,101,41,28,3,0,0,false
