Cycle start time,Cycle end time,Cycle timezone,Workout start time,Workout end time,Duration (min),Activity name,Activity Strain,Energy burned (cal),Max HR (bpm),Average HR (bpm),HR Zone 1 %,HR Zone 2 %,HR Zone 3 %,HR Zone 4 %,HR Zone 5 %,GPS enabled
2023-10-16 21:00:56,2023-10-17 20:40:49,UTC-07:00,2023-10-17 05:15:00,2023-10-17 06:44:59,89,Swimming,13.4,770.0,176,130,14,34,38,11,0,false
2023-10-15 20:45:49,2023-10-16 21:00:56,UTC-07:00,2023-10-16 17:12:00,2023-10-16 18:12:00,59,Weightlifting,9.7,431.0,169,123,26,48,21,4,0,false
2023-10-15 20:45:49,2023-10-16 21:00:56,UTC-07:00,2023-10-16 15:01:30,2023-10-16 16:55:29,113,Swimming,15.1,1054.0,178,134,13,25,44,16,0,false
2023-10-13 20:45:13,2023-10-14 22:31:23,UTC-07:00,2023-10-14 07:07:30,2023-10-14 09:00:01,112,Swimming,13.8,921.0,175,128,17,41,32,9,0,false
2023-10-12 23:00:32,2023-10-13 20:45:13,UTC-07:00,2023-10-13 17:07:00,2023-10-13 18:12:14,65,Weightlifting,8.9,393.0,165,116,38,45,9,2,0,false
2023-10-12 23:00:32,2023-10-13 20:45:13,UTC-07:00,2023-10-13 15:01:30,2023-10-13 16:58:29,116,Swimming,13.0,874.0,164,124,16,48,33,0,0,false
2023-10-11 20:30:21,2023-10-12 23:00:32,UTC-07:00,2023-10-12 15:04:30,2023-10-12 17:00:34,116,Swimming,13.7,892.0,170,124,15,28,38,9,0,false
2023-10-11 20:30:21,2023-10-12 23:00:32,UTC-07:00,2023-10-12 05:15:00,2023-10-12 06:47:59,92,Swimming,13.2,781.0,164,129,16,27,50,3,0,false
2023-10-10 20:37:21,2023-10-11 20:30:21,UTC-07:00,2023-10-11 17:16:30,2023-10-11 17:59:12,42,Weightlifting,7.5,270.0,165,118,34,54,9,2,0,false
2023-10-10 20:37:21,2023-10-11 20:30:21,UTC-07:00,2023-10-11 15:01:30,2023-10-11 17:02:59,121,Swimming,17.3,1304.0,189,141,7,20,38,28,5,false
2023-10-09 20:21:21,2023-10-10 20:37:21,UTC-07:00,2023-10-10 05:16:30,2023-10-10 06:57:51,101,Swimming,14.6,988.0,168,136,8,29,50,13,0,false
2023-10-08 20:15:43,2023-10-09 20:21:21,UTC-07:00,2023-10-09 17:17:00,2023-10-09 18:08:00,51,Weightlifting,9.3,395.0,165,126,10,67,20,3,0,false
2023-10-08 20:15:43,2023-10-09 20:21:21,UTC-07:00,2023-10-09 15:01:30,2023-10-09 17:16:52,135,Swimming,16.2,1239.0,182,133,20,19,35,22,1,false
2023-10-06 21:01:02,2023-10-07 23:14:46,UTC-07:00,2023-10-07 07:00:30,2023-10-07 09:05:45,125,Swimming,16.4,1237.0,184,136,7,15,45,25,1,false
2023-10-04 20:52:28,2023-10-05 20:59:15,UTC-07:00,2023-10-05 15:01:30,2023-10-05 16:59:29,117,Swimming,10.8,597.0,179,111,40,28,13,2,0,false
2023-10-04 20:52:28,2023-10-05 20:59:15,UTC-07:00,2023-10-05 05:15:00,2023-10-05 06:52:29,97,Swimming,14.0,881.0,170,132,12,34,41,13,0,false
2023-10-03 21:00:59,2023-10-04 20:52:28,UTC-07:00,2023-10-04 17:24:00,2023-10-04 17:47:04,23,Activity,5.3,118.0,134,112,51,49,0,0,0,false
2023-10-03 21:00:59,2023-10-04 20:52:28,UTC-07:00,2023-10-04 15:00:30,2023-10-04 16:59:11,118,Swimming,14.2,916.0,181,125,19,38,23,12,0,false
2023-10-02 20:29:37,2023-10-03 21:00:59,UTC-07:00,2023-10-03 15:00:00,2023-10-03 16:59:20,119,Swimming,15.0,1072.0,181,132,14,26,46,12,0,false
2023-10-02 20:29:37,2023-10-03 21:00:59,UTC-07:00,2023-10-03 05:15:30,2023-10-03 07:02:04,106,Swimming,15.5,1054.0,177,137,13,20,39,27,0,false
2023-10-01 21:30:20,2023-10-02 20:29:37,UTC-07:00,2023-10-02 17:09:00,2023-10-02 18:00:14,51,Weightlifting,8.9,351.0,163,121,21,46,21,4,0,false
2023-10-01 21:30:20,2023-10-02 20:29:37,UTC-07:00,2023-10-02 15:00:30,2023-10-02 16:59:37,119,Swimming,15.8,1101.0,184,134,15,17,37,24,1,false
2023-09-25 20:44:12,2023-09-26 20:44:12,UTC-07:00,2023-09-26 15:00:00,2023-09-26 17:05:00,125,Swimming,14.6,1036.0,177,129,14,20,50,9,0,false
2023-09-25 20:44:12,2023-09-26 20:44:12,UTC-07:00,2023-09-26 05:15:00,2023-09-26 06:45:50,90,Swimming,16.4,1036.0,189,146,5,11,35,40,6,false
2023-09-20 20:17:15,2023-09-21 21:01:16,UTC-07:00,2023-09-21 21:55:30,2023-09-21 22:35:37,40,Ultimate Frisbee,11.6,437.0,176,143,3,18,47,32,0,false
2023-09-19 21:04:01,2023-09-20 20:17:15,UTC-07:00,2023-09-20 15:01:30,2023-09-20 16:56:59,115,Swimming,16.1,1140.0,192,137,7,19,43,21,4,false
2023-09-18 20:45:24,2023-09-19 21:04:01,UTC-07:00,2023-09-19 15:00:30,2023-09-19 16:59:29,118,Swimming,15.5,1104.0,179,134,16,19,43,20,0,false
2023-09-18 20:45:24,2023-09-19 21:04:01,UTC-07:00,2023-09-19 05:16:30,2023-09-19 06:45:18,88,Swimming,15.5,972.0,176,143,5,15,33,46,0,false
2023-09-17 21:03:20,2023-09-18 20:45:24,UTC-07:00,2023-09-18 17:15:00,2023-09-18 17:59:16,44,Weightlifting,8.7,325.0,180,124,27,48,20,5,0,false
2023-09-17 21:03:20,2023-09-18 20:45:24,UTC-07:00,2023-09-18 14:58:30,2023-09-18 17:06:00,127,Swimming,16.2,1255.0,189,137,11,17,49,22,0,false
2023-09-15 22:16:38,2023-09-16 23:13:44,UTC-07:00,2023-09-16 07:09:00,2023-09-16 08:57:16,108,Activity,14.8,989.0,180,134,12,23,45,17,0,false
2023-09-14 21:10:08,2023-09-15 22:16:38,UTC-07:00,2023-09-15 17:13:30,2023-09-15 18:02:59,49,Weightlifting,8.3,327.0,160,121,33,41,23,2,0,false
2023-09-14 21:10:08,2023-09-15 22:16:38,UTC-07:00,2023-09-15 15:00:00,2023-09-15 16:59:52,119,Swimming,13.2,809.0,178,121,34,24,26,7,0,false
2023-09-13 20:54:20,2023-09-14 21:10:08,UTC-07:00,2023-09-14 15:00:00,2023-09-14 16:59:29,119,Swimming,10.8,608.0,163,112,28,41,13,0,0,false
2023-09-13 20:54:20,2023-09-14 21:10:08,UTC-07:00,2023-09-14 05:19:30,2023-09-14 06:47:59,88,Swimming,14.5,893.0,176,139,8,15,55,22,0,false
2023-09-12 21:43:26,2023-09-13 20:54:20,UTC-07:00,2023-09-13 15:03:00,2023-09-13 16:59:11,116,Swimming,13.4,890.0,162,126,15,27,48,3,0,false
2023-09-11 20:54:20,2023-09-12 21:43:26,UTC-07:00,2023-09-12 15:00:00,2023-09-12 16:59:35,119,Swimming,14.5,922.0,186,127,18,22,33,14,2,false
2023-09-11 20:54:20,2023-09-12 21:43:26,UTC-07:00,2023-09-12 05:15:00,2023-09-12 06:45:19,90,Swimming,14.2,831.0,178,135,12,22,41,22,0,false
2023-09-10 20:49:10,2023-09-11 20:54:20,UTC-07:00,2023-09-11 17:08:30,2023-09-11 18:00:21,51,Weightlifting,10.5,438.0,174,132,11,42,39,8,0,false
2023-09-10 20:49:10,2023-09-11 20:54:20,UTC-07:00,2023-09-11 15:00:00,2023-09-11 17:02:30,122,Swimming,18.8,1448.0,191,149,8,11,32,24,23,false
2023-09-08 22:10:22,2023-09-09 23:23:29,UTC-07:00,2023-09-09 07:00:00,2023-09-09 08:59:05,119,Swimming,16.1,1113.0,186,136,12,18,27,34,3,false
2023-09-07 21:47:04,2023-09-08 22:10:22,UTC-07:00,2023-09-08 17:13:30,2023-09-08 17:58:36,45,Swimming,10.6,426.0,174,137,4,32,52,12,0,false
2023-09-07 21:47:04,2023-09-08 22:10:22,UTC-07:00,2023-09-08 15:04:30,2023-09-08 17:00:37,116,Activity,15.6,1084.0,180,136,11,35,26,27,1,false
2023-09-06 20:30:50,2023-09-07 21:47:04,UTC-07:00,2023-09-07 15:00:30,2023-09-07 17:00:00,119,Swimming,15.6,1097.0,196,135,11,31,33,22,1,false
2023-09-06 20:30:50,2023-09-07 21:47:04,UTC-07:00,2023-09-07 05:15:30,2023-09-07 06:50:01,94,Swimming,15.3,982.0,181,142,5,22,42,30,1,false
2023-09-05 21:00:17,2023-09-06 20:30:50,UTC-07:00,2023-09-06 17:20:00,2023-09-06 18:15:00,55,Weightlifting,9.7,437.0,158,129,1,62,36,0,0,false
2023-09-05 21:00:17,2023-09-06 20:30:50,UTC-07:00,2023-09-06 15:00:00,2023-09-06 17:19:11,139,Swimming,17.2,1364.0,188,138,11,16,36,29,4,false
2023-09-04 20:48:38,2023-09-05 21:00:17,UTC-07:00,2023-09-05 15:00:30,2023-09-05 17:02:00,121,Swimming,17.8,1367.0,188,146,9,14,24,46,7,false
2023-08-30 21:44:43,2023-08-31 22:13:46,UTC-07:00,2023-08-31 16:33:00,2023-08-31 18:30:00,117,Weightlifting,10.8,581.0,192,113,44,37,7,1,0,false
2023-08-30 21:44:43,2023-08-31 22:13:46,UTC-07:00,2023-08-31 15:00:30,2023-08-31 16:32:30,92,Swimming,14.9,929.0,198,140,8,16,49,23,3,false
2023-08-28 23:08:27,2023-08-29 21:49:32,UTC-07:00,2023-08-29 16:35:00,2023-08-29 18:00:00,85,Weightlifting,10.4,507.0,192,119,34,46,13,1,1,false
2023-08-28 23:08:27,2023-08-29 21:49:32,UTC-07:00,2023-08-29 15:00:30,2023-08-29 16:19:30,79,Swimming,15.4,843.0,197,144,6,17,44,18,12,false
2023-08-28 00:00:00,2023-08-28 23:08:27,UTC-07:00,2023-08-28 16:40:00,2023-08-28 17:40:00,60,Weightlifting,11.5,513.0,180,132,12,46,28,14,0,false
2023-08-28 00:00:00,2023-08-28 23:08:27,UTC-07:00,2023-08-28 15:00:00,2023-08-28 16:31:53,91,Swimming,17.1,1110.0,197,150,2,13,33,41,11,false
2023-08-24 21:47:59,2023-08-25 23:27:10,UTC-07:00,2023-08-25 08:24:00,2023-08-25 09:14:43,50,Weightlifting,8.0,320.0,156,120,30,58,12,0,0,false
2023-08-24 21:47:59,2023-08-25 23:27:10,UTC-07:00,2023-08-25 07:03:00,2023-08-25 08:07:29,64,Swimming,14.0,685.0,188,142,10,17,30,39,4,false
2023-08-23 22:13:08,2023-08-24 21:47:59,UTC-07:00,2023-08-24 07:00:00,2023-08-24 08:06:44,66,Swimming,13.1,638.0,178,137,7,26,41,23,0,false
2023-08-22 22:30:55,2023-08-23 22:13:08,UTC-07:00,2023-08-23 08:26:00,2023-08-23 09:17:00,51,Weightlifting,8.8,364.0,160,123,23,49,26,1,0,false
2023-08-22 22:30:55,2023-08-23 22:13:08,UTC-07:00,2023-08-23 07:03:00,2023-08-23 08:25:44,82,Swimming,14.5,821.0,185,138,8,26,38,25,3,false
2023-08-22 00:00:00,2023-08-22 22:30:55,UTC-07:00,2023-08-22 08:10:00,2023-08-22 09:08:00,58,Weightlifting,9.9,453.0,155,127,11,57,32,0,0,false
2023-08-22 00:00:00,2023-08-22 22:30:55,UTC-07:00,2023-08-22 07:01:30,2023-08-22 08:09:20,67,Swimming,15.3,798.0,202,147,1,19,43,23,13,false
2023-08-01 21:04:45,2023-08-02 22:55:09,UTC-07:00,2023-08-02 12:16:30,2023-08-02 13:28:27,71,Weightlifting,5.6,180.0,130,96,46,11,0,0,0,false
2023-07-25 23:25:49,2023-07-26 22:07:36,UTC-07:00,2023-07-26 08:00:00,2023-07-26 08:47:59,47,Swimming,10.3,396.0,168,129,15,27,37,16,0,false
2023-07-21 23:02:17,2023-07-22 23:22:23,UTC-07:00,2023-07-22 07:10:30,2023-07-22 08:47:59,97,Swimming,10.4,510.0,173,112,29,35,13,4,0,false
2023-07-20 22:47:12,2023-07-21 23:02:17,UTC-07:00,2023-07-21 21:21:00,2023-07-21 22:00:44,39,Activity,5.0,106.0,150,84,12,8,8,0,0,false
2023-07-20 22:47:12,2023-07-21 23:02:17,UTC-07:00,2023-07-21 05:15:00,2023-07-21 07:50:25,155,Swimming,14.7,967.0,172,116,23,18,14,18,0,false
2023-07-18 23:08:25,2023-07-19 21:38:51,UTC-07:00,2023-07-19 19:19:30,2023-07-19 20:28:14,68,Weightlifting,8.3,352.0,161,111,29,38,10,0,0,false
2023-07-18 23:08:25,2023-07-19 21:38:51,UTC-07:00,2023-07-19 15:06:00,2023-07-19 16:37:29,91,Swimming,10.0,501.0,162,113,32,41,13,1,0,false
2023-07-17 21:30:50,2023-07-18 23:08:25,UTC-07:00,2023-07-18 05:36:00,2023-07-18 06:41:59,65,Swimming,9.8,406.0,170,116,30,26,24,6,0,false
2023-07-17 01:22:29,2023-07-17 21:30:50,UTC-07:00,2023-07-17 15:04:30,2023-07-17 16:19:29,74,Swimming,11.1,502.0,178,119,27,40,17,8,0,false
2023-07-11 23:05:34,2023-07-12 23:05:01,UTC-07:00,2023-07-12 15:10:30,2023-07-12 17:07:17,116,Swimming,9.7,507.0,163,105,29,26,11,0,0,false
2023-07-10 21:45:22,2023-07-11 23:05:34,UTC-07:00,2023-07-11 06:31:30,2023-07-11 07:26:06,54,Swimming,10.0,418.0,170,126,14,34,38,9,0,false
2023-07-09 21:49:28,2023-07-10 21:45:22,UTC-07:00,2023-07-10 05:33:00,2023-07-10 07:28:29,115,Swimming,13.7,831.0,174,123,21,24,30,14,0,false
2023-07-07 20:45:18,2023-07-08 23:00:02,UTC-07:00,2023-07-08 07:04:30,2023-07-08 09:00:00,115,Swimming,13.5,811.0,174,122,14,21,31,14,0,false
2023-07-06 20:37:24,2023-07-07 20:45:18,UTC-07:00,2023-07-07 15:00:30,2023-07-07 17:00:00,119,Swimming,13.2,858.0,171,122,18,39,33,4,0,false
2023-07-06 20:37:24,2023-07-07 20:45:18,UTC-07:00,2023-07-07 05:30:00,2023-07-07 07:30:29,120,Swimming,13.8,851.0,179,121,27,17,32,11,0,false
2023-07-05 20:36:24,2023-07-06 20:37:24,UTC-07:00,2023-07-06 11:39:00,2023-07-06 12:29:59,50,Activity,13.6,620.0,189,149,0,7,48,43,2,false
2023-07-05 20:36:24,2023-07-06 20:37:24,UTC-07:00,2023-07-06 05:28:30,2023-07-06 07:30:31,122,Badminton,16.2,1170.0,189,136,14,20,38,25,2,false
2023-07-05 00:00:00,2023-07-05 20:36:24,UTC-07:00,2023-07-05 15:01:00,2023-07-05 16:59:03,118,Swimming,13.7,865.0,177,124,23,34,27,10,0,false
2023-06-25 23:16:58,2023-06-26 23:16:58,UTC-07:00,2023-06-26 15:03:00,2023-06-26 15:55:29,52,Swimming,12.0,466.0,191,133,16,24,23,28,3,false
2023-06-22 21:40:06,2023-06-23 21:30:13,UTC-07:00,2023-06-23 12:05:25,2023-06-23 12:42:00,36,Swimming,8.5,270.0,173,126,15,24,35,15,0,false
2023-06-21 21:05:37,2023-06-22 21:40:06,UTC-07:00,2023-06-22 05:19:13,2023-06-22 06:45:40,86,Swimming,14.2,826.0,194,136,9,28,43,18,2,false
2023-06-20 22:00:00,2023-06-21 21:05:37,UTC-07:00,2023-06-21 14:59:44,2023-06-21 16:57:47,118,Swimming,14.5,999.0,181,130,5,31,45,10,0,false
2023-06-19 20:30:53,2023-06-20 22:00:00,UTC-07:00,2023-06-20 17:22:00,2023-06-20 18:34:00,72,Weightlifting,6.4,231.0,143,101,58,16,0,0,0,false
2023-06-19 20:30:53,2023-06-20 22:00:00,UTC-07:00,2023-06-20 15:00:41,2023-06-20 16:57:32,116,Swimming,14.3,960.0,173,129,11,38,31,13,0,false
2023-06-19 20:30:53,2023-06-20 22:00:00,UTC-07:00,2023-06-20 05:17:46,2023-06-20 06:49:23,91,Swimming,14.9,924.0,195,139,8,19,42,29,0,false
2023-06-18 21:08:14,2023-06-19 20:30:53,UTC-07:00,2023-06-19 06:30:11,2023-06-19 08:37:36,127,Swimming,16.7,1261.0,190,137,8,12,41,31,1,false
2023-06-16 23:29:39,2023-06-17 23:30:18,UTC-07:00,2023-06-17 07:02:00,2023-06-17 08:52:16,110,Swimming,14.7,962.0,180,132,14,17,47,16,0,false
2023-06-15 22:30:41,2023-06-16 23:29:39,UTC-07:00,2023-06-16 15:00:06,2023-06-16 17:00:00,119,Swimming,15.1,1068.0,178,133,17,21,46,15,0,false
2023-06-14 21:36:00,2023-06-15 22:30:41,UTC-07:00,2023-06-15 15:00:25,2023-06-15 17:01:49,121,Swimming,15.9,1137.0,175,135,12,23,34,28,0,false
2023-06-14 21:36:00,2023-06-15 22:30:41,UTC-07:00,2023-06-15 05:15:00,2023-06-15 06:45:00,90,Swimming,8.7,401.0,161,106,27,27,12,1,0,false
2023-06-13 21:53:53,2023-06-14 21:36:00,UTC-07:00,2023-06-14 15:00:00,2023-06-14 17:00:00,120,Swimming,16.8,1188.0,183,140,10,13,19,47,1,false
2023-06-12 21:00:45,2023-06-13 21:53:53,UTC-07:00,2023-06-13 17:37:50,2023-06-13 18:04:41,26,Activity,5.3,121.0,137,111,62,37,1,0,0,false
2023-06-12 21:00:45,2023-06-13 21:53:53,UTC-07:00,2023-06-13 05:14:30,2023-06-13 06:45:07,90,Swimming,15.3,946.0,186,142,7,19,33,38,3,false
2023-06-11 21:33:45,2023-06-12 21:00:45,UTC-07:00,2023-06-12 15:00:45,2023-06-12 17:00:00,119,Swimming,15.6,1102.0,194,136,13,15,47,21,1,false
2023-06-09 21:20:15,2023-06-10 23:00:11,UTC-07:00,2023-06-10 07:00:19,2023-06-10 09:01:48,121,Swimming,16.9,1270.0,178,140,7,19,30,41,0,false
2023-06-07 21:39:00,2023-06-08 22:50:07,UTC-07:00,2023-06-08 17:15:08,2023-06-08 18:21:27,66,Weightlifting,8.6,368.0,168,113,60,31,3,3,0,false
2023-06-07 21:39:00,2023-06-08 22:50:07,UTC-07:00,2023-06-08 14:58:55,2023-06-08 17:00:12,121,Swimming,16.8,1186.0,185,136,14,18,23,37,2,false
2023-06-07 21:39:00,2023-06-08 22:50:07,UTC-07:00,2023-06-08 05:15:00,2023-06-08 06:45:59,90,Swimming,15.4,935.0,195,139,14,21,25,37,2,false
2023-06-06 21:10:15,2023-06-07 21:39:00,UTC-07:00,2023-06-07 15:01:30,2023-06-07 17:01:16,119,Swimming,13.2,884.0,163,122,11,50,29,1,0,false
2023-06-05 20:45:00,2023-06-06 21:10:15,UTC-07:00,2023-06-06 15:03:15,2023-06-06 17:00:16,117,Swimming,16.4,1232.0,179,140,5,20,47,28,0,false
2023-06-03 22:30:01,2023-06-05 13:35:00,UTC-07:00,2023-06-04 08:27:38,2023-06-04 08:57:39,30,Swimming,9.5,302.0,169,138,7,16,56,20,0,false
2023-06-02 22:35:32,2023-06-03 22:30:01,UTC-07:00,2023-06-03 16:50:03,2023-06-03 17:18:23,28,Swimming,8.5,261.0,169,133,9,27,50,11,0,false
2023-06-02 22:35:32,2023-06-03 22:30:01,UTC-07:00,2023-06-03 08:17:31,2023-06-03 08:53:40,36,Swimming,10.8,382.0,175,141,3,20,52,24,0,false
2023-06-01 23:23:14,2023-06-02 22:35:32,UTC-07:00,2023-06-02 08:11:18,2023-06-02 08:51:08,39,Swimming,11.1,413.0,180,140,7,15,51,25,1,false
2023-05-30 21:27:24,2023-05-31 21:05:44,UTC-07:00,2023-05-31 15:01:48,2023-05-31 16:33:59,92,Swimming,12.6,668.0,169,123,18,38,23,13,0,false
2023-05-29 21:16:05,2023-05-30 21:27:24,UTC-07:00,2023-05-30 05:15:42,2023-05-30 06:45:02,89,Swimming,14.0,805.0,177,132,12,19,42,21,0,false
2023-05-28 21:13:10,2023-05-29 21:16:05,UTC-07:00,2023-05-29 06:42:39,2023-05-29 08:31:05,108,Swimming,15.0,1014.0,179,135,12,27,40,21,0,false
2023-05-26 22:07:09,2023-05-27 23:01:43,UTC-07:00,2023-05-27 06:59:35,2023-05-27 09:02:16,122,Swimming,16.4,1223.0,179,138,9,14,45,27,1,false
2023-05-25 22:48:00,2023-05-26 22:07:09,UTC-07:00,2023-05-26 15:00:31,2023-05-26 16:56:55,116,Swimming,13.9,911.0,167,126,10,27,44,7,0,false
2023-05-24 20:40:25,2023-05-25 22:48:00,UTC-07:00,2023-05-25 14:59:10,2023-05-25 17:00:49,121,Swimming,14.7,1015.0,185,129,14,33,36,13,0,false
2023-05-24 20:40:25,2023-05-25 22:48:00,UTC-07:00,2023-05-25 05:17:02,2023-05-25 06:49:40,92,Swimming,14.1,883.0,172,135,7,23,53,16,0,false
2023-05-23 20:45:21,2023-05-24 20:40:25,UTC-07:00,2023-05-24 16:28:23,2023-05-24 18:30:11,121,Swimming,14.1,926.0,176,126,22,21,40,10,0,false
2023-05-22 20:15:29,2023-05-23 20:45:21,UTC-07:00,2023-05-23 15:00:19,2023-05-23 16:54:34,114,Swimming,12.3,748.0,163,119,16,46,25,2,0,false
2023-05-22 20:15:29,2023-05-23 20:45:21,UTC-07:00,2023-05-23 05:15:43,2023-05-23 06:52:09,96,Swimming,15.9,1042.0,179,142,7,12,37,42,0,false
2023-05-21 20:09:14,2023-05-22 20:15:29,UTC-07:00,2023-05-22 15:00:25,2023-05-22 17:01:56,121,Swimming,13.3,879.0,172,123,18,33,41,3,0,false
2023-05-19 21:45:26,2023-05-21 06:10:00,UTC-07:00,2023-05-20 09:00:30,2023-05-20 15:00:00,359,Manual Labor,7.9,624.0,127,90,25,1,0,0,0,false
2023-05-19 21:45:26,2023-05-21 06:10:00,UTC-07:00,2023-05-20 07:03:21,2023-05-20 08:38:05,94,Swimming,15.1,907.0,185,136,14,21,26,34,3,false
2023-05-18 22:15:00,2023-05-19 21:45:26,UTC-07:00,2023-05-19 14:59:36,2023-05-19 17:00:16,120,Swimming,14.9,1056.0,172,132,14,28,42,15,0,false
2023-05-17 20:30:00,2023-05-18 22:15:00,UTC-07:00,2023-05-18 17:04:29,2023-05-18 18:06:46,62,Weightlifting,6.4,225.0,151,102,40,22,3,0,0,false
2023-05-17 20:30:00,2023-05-18 22:15:00,UTC-07:00,2023-05-18 15:00:26,2023-05-18 17:00:00,119,Swimming,12.3,725.0,167,116,26,35,22,3,0,false
2023-05-17 20:30:00,2023-05-18 22:15:00,UTC-07:00,2023-05-18 05:15:30,2023-05-18 06:46:01,90,Swimming,15.4,894.0,190,137,11,22,33,22,8,false
2023-05-16 20:50:17,2023-05-17 20:30:00,UTC-07:00,2023-05-17 14:59:56,2023-05-17 17:00:00,120,Swimming,16.7,1172.0,190,135,12,20,33,24,5,false
2023-05-15 20:56:16,2023-05-16 20:50:17,UTC-07:00,2023-05-16 17:22:43,2023-05-16 18:13:22,50,Strength Trainer,11.9,219.0,130,105,70,22,0,0,0,false
2023-05-15 20:56:16,2023-05-16 20:50:17,UTC-07:00,2023-05-16 15:00:02,2023-05-16 17:19:00,138,Swimming,15.3,1125.0,167,126,20,25,29,17,0,false
2023-05-15 20:56:16,2023-05-16 20:50:17,UTC-07:00,2023-05-16 05:15:27,2023-05-16 06:43:55,88,Swimming,15.8,957.0,186,141,12,16,28,41,3,false
2023-05-14 22:15:40,2023-05-15 20:56:16,UTC-07:00,2023-05-15 14:59:20,2023-05-15 16:57:45,118,Swimming,16.4,1137.0,188,135,14,25,25,29,3,false
2023-05-12 22:00:00,2023-05-13 23:00:44,UTC-07:00,2023-05-13 16:01:17,2023-05-13 16:36:37,35,Swimming,7.7,254.0,169,121,17,39,28,8,0,false
2023-05-12 22:00:00,2023-05-13 23:00:44,UTC-07:00,2023-05-13 07:00:49,2023-05-13 09:03:30,122,Swimming,16.3,1188.0,181,135,11,19,38,25,1,false
2023-05-11 22:45:00,2023-05-12 22:00:00,UTC-07:00,2023-05-12 15:00:26,2023-05-12 17:13:30,133,Swimming,14.6,1025.0,168,125,16,25,38,10,0,false
2023-05-10 20:27:26,2023-05-11 22:45:00,UTC-07:00,2023-05-11 17:12:00,2023-05-11 18:20:00,68,Weightlifting,7.0,263.0,151,105,61,22,1,0,0,false
2023-05-10 20:27:26,2023-05-11 22:45:00,UTC-07:00,2023-05-11 15:00:37,2023-05-11 17:05:41,125,Swimming,16.1,1162.0,186,134,16,19,33,27,1,false
2023-05-10 20:27:26,2023-05-11 22:45:00,UTC-07:00,2023-05-11 05:15:00,2023-05-11 06:47:00,92,Swimming,17.2,1009.0,187,141,13,10,15,40,18,false
2023-05-09 20:45:02,2023-05-10 20:27:26,UTC-07:00,2023-05-10 15:00:23,2023-05-10 17:06:17,125,Swimming,13.9,1056.0,179,132,18,40,33,3,0,false
2023-05-08 20:24:42,2023-05-09 20:45:02,UTC-07:00,2023-05-09 17:25:54,2023-05-09 18:19:09,53,Strength Trainer,10.2,197.0,142,106,53,15,0,0,0,false
2023-05-08 20:24:42,2023-05-09 20:45:02,UTC-07:00,2023-05-09 15:00:49,2023-05-09 17:19:54,139,Swimming,13.5,966.0,171,124,22,27,31,1,0,false
2023-05-08 20:24:42,2023-05-09 20:45:02,UTC-07:00,2023-05-09 05:15:14,2023-05-09 06:53:37,98,Swimming,14.1,935.0,188,138,20,16,48,11,0,false
2023-05-05 22:29:02,2023-05-06 22:45:30,UTC-07:00,2023-05-06 19:33:04,2023-05-06 20:11:01,37,Swimming,6.6,187.0,183,113,40,19,9,3,0,false
2023-05-05 22:29:02,2023-05-06 22:45:30,UTC-07:00,2023-05-06 16:55:00,2023-05-06 17:15:00,20,Swimming,5.6,104.0,179,115,45,12,7,7,0,false
2023-05-05 22:29:02,2023-05-06 22:45:30,UTC-07:00,2023-05-06 15:39:18,2023-05-06 16:17:56,38,Swimming,8.8,337.0,173,134,18,35,39,4,0,false
2023-05-04 21:45:27,2023-05-05 22:29:02,UTC-07:00,2023-05-05 19:28:31,2023-05-05 19:57:31,28,Swimming,13.3,387.0,207,157,9,25,3,19,44,false
2023-05-04 21:45:27,2023-05-05 22:29:02,UTC-07:00,2023-05-05 18:32:55,2023-05-05 19:04:58,32,Swimming,7.5,223.0,158,120,23,43,24,8,0,false
2023-05-03 20:37:26,2023-05-04 21:45:27,UTC-07:00,2023-05-04 05:20:30,2023-05-04 07:06:32,106,Swimming,15.3,948.0,182,131,17,23,31,25,4,false
2023-05-02 21:12:00,2023-05-03 20:37:26,UTC-07:00,2023-05-03 15:01:56,2023-05-03 16:52:17,110,Swimming,15.6,985.0,183,130,13,14,39,25,2,false
2023-05-01 20:15:35,2023-05-02 21:12:00,UTC-07:00,2023-05-02 17:22:48,2023-05-02 18:25:18,62,Weightlifting,8.1,342.0,153,111,44,51,3,0,0,false
2023-05-01 20:15:35,2023-05-02 21:12:00,UTC-07:00,2023-05-02 15:00:15,2023-05-02 17:02:22,122,Swimming,15.3,1061.0,170,128,11,31,39,16,0,false
2023-05-01 20:15:35,2023-05-02 21:12:00,UTC-07:00,2023-05-02 05:15:16,2023-05-02 06:52:14,96,Swimming,16.3,1004.0,182,137,8,17,30,37,6,false
2023-04-30 21:23:47,2023-05-01 20:15:35,UTC-07:00,2023-05-01 15:00:32,2023-05-01 17:07:06,126,Swimming,17.7,1274.0,185,137,9,20,36,21,11,false
2023-04-28 19:45:49,2023-04-29 22:44:20,UTC-07:00,2023-04-29 10:35:00,2023-04-29 11:00:00,25,Weightlifting,4.2,46.0,119,87,31,3,0,0,0,false
2023-04-28 19:45:49,2023-04-29 22:44:20,UTC-07:00,2023-04-29 09:24:23,2023-04-29 10:06:08,41,Weightlifting,5.9,156.0,145,103,62,22,4,0,0,false
2023-04-28 19:45:49,2023-04-29 22:44:20,UTC-07:00,2023-04-29 07:00:04,2023-04-29 09:08:34,128,Swimming,17.0,1313.0,185,138,11,11,42,34,2,false
